Scientific Name,Common Name,EPBC Threat Status,EPBC Threatened Species Listed Name,EPBC Threatened Species Date Effective,Kingdom,Phylum,Class,Order,Family,Genus
Anigozanthos viridis subsp. terraspectans,Dwarf Green Kangaroo Paw,Vulnerable,Anigozanthos viridis subsp. terraspectans,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Liliales,Haemodoraceae,Anigozanthos
Anomalopus mackayi,"Five-clawed Worm-skink, Long-legged Worm-skink",Vulnerable,Anomalopus mackayi,16-Jul-00,Animalia,Chordata,Reptilia,Squamata,Scincidae,Anomalopus
Anous tenuirostris melanops,Australian Lesser Noddy,Vulnerable,Anous tenuirostris melanops,16-Jul-00,Animalia,Chordata,Aves,Charadriiformes,Laridae,Anous
Antechinus argentus,Silver-headed Antechinus,Endangered,Antechinus argentus,11-May-18,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,Antechinus
Antechinus arktos,Black-tailed Antechinus,Endangered,Antechinus arktos,11-May-18,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,Antechinus
Antechinus bellus,Fawn Antechinus,Vulnerable,Antechinus bellus,3-Dec-15,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,Antechinus
Antechinus minimus maritimus,Swamp Antechinus (mainland),Vulnerable,Antechinus minimus maritimus,5-May-16,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,Antechinus
Anthocercis gracilis,Slender Tailflower,Vulnerable,Anthocercis gracilis,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Anthocercis
Anthochaera phrygia,Regent Honeyeater,Critically Endangered,Anthochaera phrygia,8-Jul-15,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Anthochaera
Anthosachne kingiana subsp. kingiana,Phillip Island Wheat Grass,Critically Endangered,Anthosachne kingiana subsp. kingiana,25-Nov-03,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Anthosachne
Antipodia chaostola leucophaea,"Tasmanian Chaostola Skipper, Heath-sand Skipper",Endangered,Antipodia chaostola leucophaea,19-Aug-10,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Antipodia
Apatophyllum olsenii, ,Vulnerable,Apatophyllum olsenii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Celastrales,Celastraceae,Apatophyllum
Apium prostratum subsp. Porongurup Range (G.J.Keighery 8631),"Fine-leaved Apium, Porongurup Celery",Vulnerable,Apium prostratum subsp. Porongurup Range (G.J.Keighery 8631),16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Apium
Aplonis fusca,Tasman Starling,Extinct,Aplonis fusca,16-Jul-00,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Aplonis
Aponogeton bullosus, ,Endangered,Aponogeton bullosus,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Najadales,Aponogetonaceae,Aponogeton
Aponogeton prolifer,an aquatic herb,Endangered,Aponogeton prolifer,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Najadales,Aponogetonaceae,Aponogeton
Aprasia parapulchella,"Pink-tailed Worm-lizard, Pink-tailed Legless Lizard",Vulnerable,Aprasia parapulchella,16-Jul-00,Animalia,Chordata,Reptilia,Squamata,Pygopodidae,Aprasia
Aprasia pseudopulchella,Flinders Ranges Worm-lizard,Vulnerable,Aprasia pseudopulchella,16-Jul-00,Animalia,Chordata,Reptilia,Squamata,Pygopodidae,Aprasia
Aquila audax fleayi,"Tasmanian Wedge-tailed Eagle, Wedge-tailed Eagle (Tasmanian)",Endangered,Aquila audax fleayi,16-Jul-00,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Aquila
Archidendron lovelliae,"Bacon Wood, Tulip Siris",Vulnerable,Archidendron lovelliae,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Archidendron
Archontophoenix myolensis,"Myola Palm, Myola Archontophoenix",Endangered,Archontophoenix myolensis,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Archontophoenix
Arctocephalus tropicalis,Subantarctic Fur-seal,Endangered,Arctocephalus tropicalis,7-Dec-16,Animalia,Chordata,Mammalia,Pinnipedia,Otariidae,Arctocephalus
Argynnis hyperbius inconstans,Australian Fritillary,Critically Endangered,Argynnis hyperbius inconstans,15-Aug-17,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Argynnis
Argyrotegium nitidulum,Shining Cudweed,Vulnerable,Argyrotegium nitidulum,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Argyrotegium
Aristida annua, ,Vulnerable,Aristida annua,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Aristida
Aristida granitica, ,Endangered,Aristida granitica,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Aristida
Arthraxon hispidus,Hairy-joint Grass,Vulnerable,Arthraxon hispidus,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Arthraxon
Asperula asthenes,Trailing Woodruff,Vulnerable,Asperula asthenes,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Asperula
Asplenium hookerianum,Maidenhair Spleenwort,Vulnerable,Asplenium hookerianum,16-Jul-00,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Aspleniaceae,Asplenium
Asplenium listeri,Christmas Island Spleenwort,Critically Endangered,Asplenium listeri,23-Jul-02,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Aspleniaceae,Asplenium
Asplenium pellucidum, ,Vulnerable,Asplenium pellucidum,16-Jul-00,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Aspleniaceae,Asplenium
Asplenium wildii, ,Vulnerable,Asplenium wildii,16-Jul-00,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Aspleniaceae,Asplenium
Astacopsis gouldi,"Giant Freshwater Crayfish, Tasmanian Giant Freshwater Lobster",Vulnerable,Astacopsis gouldi,16-Jul-00,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae,Astacopsis
Astelia australiana,Tall Astelia,Vulnerable,Astelia australiana,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Liliales,Liliaceae,Astelia
Asterolasia elegans, ,Endangered,Asterolasia elegans,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Asterolasia
Asterolasia nivea,Bindoon Starbush,Vulnerable,Asterolasia nivea,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Asterolasia
Asterolasia phebalioides,Downy Star-bush,Vulnerable,Asterolasia phebalioides,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Asterolasia
Astrotricha crassifolia,Thick-leaf Star-hair,Vulnerable,Astrotricha crassifolia,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,Astrotricha
Astrotricha roddii, ,Endangered,Astrotricha roddii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,Astrotricha
Atalaya brevialata, ,Critically Endangered,Atalaya brevialata,14-Dec-13,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Atalaya
Atalaya collina,Yarwun Whitewood,Endangered,Atalaya collina,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Atalaya
Atrichornis clamosus,"Noisy Scrub-bird, Tjimiluk",Endangered,Atrichornis clamosus,15-Feb-18,Animalia,Chordata,Aves,Passeriformes,Atrichornithidae,Atrichornis
Atrichornis rufescens,Rufous Scrub-bird,Endangered,Atrichornis rufescens,6-Nov-14,Animalia,Chordata,Aves,Passeriformes,Atrichornithidae,Atrichornis
Atriplex infrequens, ,Vulnerable,Atriplex infrequens,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Atriplex
Atriplex yeelirrie, ,Endangered,Atriplex yeelirrie,22-Oct-15,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Atriplex
Austrostipa bronwenae, ,Endangered,Austrostipa bronwenae,15-Feb-18,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Austrostipa
Austrostipa jacobsiana, ,Critically Endangered,Austrostipa jacobsiana,15-Feb-18,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Austrostipa
Austrostipa metatoris, ,Vulnerable,Austrostipa metatoris,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Austrostipa
Austrostipa wakoolica, ,Endangered,Austrostipa wakoolica,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Austrostipa
Azorella macquariensis,"Macquarie Azorella, Macquarie Cushions",Critically Endangered,Azorella macquariensis,19-Aug-10,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Azorella
Baeckea kandos,a shrub,Endangered,Baeckea kandos,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Baeckea
Balaenoptera borealis,Sei Whale,Vulnerable,Balaenoptera borealis,16-Jul-00,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera
Balaenoptera musculus,Blue Whale,Endangered,Balaenoptera musculus,16-Jul-00,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera
Balaenoptera physalus,Fin Whale,Vulnerable,Balaenoptera physalus,16-Jul-00,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera
Ballantinia antipoda,Southern Shepherd's Purse,Endangered,Ballantinia antipoda,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Ballantinia
Baloghia marmorata,"Marbled Balogia, Jointed Baloghia",Vulnerable,Baloghia marmorata,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Baloghia
Baloskion longipes,Dense Cord-rush,Vulnerable,Baloskion longipes,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Restionales,Restionaceae,Baloskion
Banksia anatona,Cactus Dryandra,Critically Endangered,Banksia anatona,14-May-13,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Banksia aurantia,Orange Dryandra,Critically Endangered,Banksia aurantia,14-May-13,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Banksia brownii,"Brown's Banksia, Feather-leaved Banksia",Endangered,Banksia brownii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Banksia catoglypta, ,Vulnerable,Banksia catoglypta,11-May-18,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Banksia cuneata,"Matchstick Banksia, Quairading Banksia",Endangered,Banksia cuneata,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Banksia fuscobractea,Dark-bract Banksia,Critically Endangered,Banksia fuscobractea,1-Dec-09,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Banksia goodii,Good's Banksia,Vulnerable,Banksia goodii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Banksia ionthocarpa,Kamballup Dryandra,Endangered,Banksia ionthocarpa,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Banksia mimica,Summer Honeypot,Endangered,Banksia mimica,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Banksia montana,Stirling Range Dryandra,Endangered,Banksia montana,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Banksia nivea subsp. uliginosa,Swamp Honeypot,Endangered,Banksia nivea subsp. uliginosa,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Banksia oligantha,Wagin Banksia,Endangered,Banksia oligantha,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Banksia pseudoplumosa,False Plumed-Banksia,Endangered,Banksia pseudoplumosa,8-Jan-09,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Banksia rufa subsp. pumila, ,Endangered,Banksia rufa subsp. pumila,11-May-18,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Banksia serratuloides subsp. perissa,Northern Serrate Dryandra,Critically Endangered,Banksia serratuloides subsp. perissa,14-May-13,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Banksia serratuloides subsp. serratuloides,Southern Serrate Dryandra,Vulnerable,Banksia serratuloides subsp. serratuloides,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Banksia sphaerocarpa var. dolichostyla,"Ironcaps Banksia, Ironcap Banksia",Vulnerable,Banksia sphaerocarpa var. dolichostyla,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Banksia squarrosa subsp. argillacea,Whicher Range Dryandra,Vulnerable,Banksia squarrosa subsp. argillacea,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Banksia verticillata,"Granite Banksia, Albany Banksia, River Banksia",Vulnerable,Banksia verticillata,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Banksia vincentia, ,Critically Endangered,Banksia vincentia,15-Feb-18,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia
Barbarea australis,"Native Wintercress, Riverbed Wintercress",Endangered,Barbarea australis,24-Jan-14,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Barbarea
Bellatorias obiri,Arnhem Land Egernia,Endangered,Bellatorias obiri,18-Aug-06,Animalia,Chordata,Reptilia,Squamata,Scincidae,Bellatorias
Bertmainius colonus,Eastern Stirling Range Pygmy Trapdoor Spider,Vulnerable,Bertmainius colonus,11-May-18,Animalia,Arthropoda,Arachnida,Araneae,Migidae,Bertmainius
Bertmainius tingle,Tingle Pygmy Trapdoor Spider,Endangered,Bertmainius tingle,11-May-18,Animalia,Arthropoda,Arachnida,Araneae,Migidae,Bertmainius
Bertya calycina,a shrub,Vulnerable,Bertya calycina,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Bertya
Bertya ernestiana,a shrub,Vulnerable,Bertya ernestiana,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Bertya
Bertya granitica,a shrub,Endangered,Bertya granitica,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Bertya
Bertya ingramii,a shrub,Endangered,Bertya ingramii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Bertya
Bertya opponens, ,Vulnerable,Bertya opponens,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Bertya
Bertya pinifolia,a shrub,Vulnerable,Bertya pinifolia,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Bertya
Bertya tasmanica subsp. tasmanica,Tasmanian Bertya,Endangered,Bertya tasmanica subsp. tasmanica,6-Jun-05,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Bertya
Bettongia gaimardi gaimardi,"Eastern Bettong (mainland), Eastern Rat-kangaroo",Extinct,Bettongia gaimardi gaimardi,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,Bettongia
Bettongia lesueur Barrow and Boodie Islands subspecies,"Boodie, Burrowing Bettong (Barrow and Boodie Islands)",Vulnerable,Bettongia lesueur Barrow and Boodie Islands subspecies,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,Bettongia
Bettongia lesueur graii,"Boodie (inland), Burrowing Bettong (inland)",Extinct,Bettongia lesueur graii,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,Bettongia
Bettongia lesueur lesueur,"Burrowing Bettong (Shark Bay), Boodie",Vulnerable,Bettongia lesueur lesueur,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,Bettongia
Bettongia penicillata ogilbyi,Woylie,Endangered,Bettongia penicillata ogilbyi,11-Jun-09,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,Bettongia
Bettongia penicillata penicillata,"Brush-tailed Bettong (central and south-east), Brush-tailed Bettong (south-east mainland)",Extinct,Bettongia penicillata penicillata,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,Bettongia
Bettongia tropica,Northern Bettong,Endangered,Bettongia tropica,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,Bettongia
Beyeria lepidopetala,"Small-petalled Beyeria, Short-petalled Beyeria",Endangered,Beyeria lepidopetala,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Beyeria
Beyeria subtecta,Kangaroo Island Turpentine Bush,Vulnerable,Beyeria subtecta,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Beyeria
Bidyanus bidyanus,"Silver Perch, Bidyan",Critically Endangered,Bidyanus bidyanus,21-Dec-13,Animalia,Chordata,Actinopterygii,Perciformes,Terapontidae,Bidyanus
Blechnum norfolkianum,Norfolk Island Water-fern,Endangered,Blechnum norfolkianum,25-Nov-03,Plantae,Polypodiophyta,Polypodiatae,Blechnales,Blechnaceae,Blechnum
Boehmeria australis subsp. australis,"Tree Nettle, Nettletree",Critically Endangered,Boehmeria australis subsp. australis,25-Nov-03,Plantae,Magnoliophyta,Magnoliopsida,Urticales,Urticaceae,Boehmeria
Boronia adamsiana,Barbalin Boronia,Vulnerable,Boronia adamsiana,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Boronia
Boronia capitata subsp. capitata,a shrub,Endangered,Boronia capitata subsp. capitata,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Boronia
Boronia clavata,Bremer Boronia,Endangered,Boronia clavata,8-Jan-09,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Boronia
Boronia deanei,Deane's Boronia,Vulnerable,Boronia deanei,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Boronia
Boronia exilis,Scott River Boronia,Endangered,Boronia exilis,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Boronia
Boronia galbraithiae,"Aniseed Boronia, Galbraith's Boronia",Vulnerable,Boronia galbraithiae,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Boronia
Boronia granitica,Granite Boronia,Endangered,Boronia granitica,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Boronia
Boronia gunnii,"Gunn's Boronia, Cataract Gorge Boronia",Vulnerable,Boronia gunnii,13-Apr-05,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Boronia
Boronia hemichiton,Mt Arthur Boronia,Vulnerable,Boronia hemichiton,13-Apr-05,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Boronia
Boronia hippopala,Velvet Boronia,Vulnerable,Boronia hippopala,13-Apr-05,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Boronia
Boronia keysii,Key's Boronia,Vulnerable,Boronia keysii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Boronia
Boronia quadrilata,a shrub,Vulnerable,Boronia quadrilata,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Boronia
Boronia repanda,"Repand Boronia, Border Boronia",Endangered,Boronia repanda,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Boronia
Boronia revoluta,Ironcap Boronia,Endangered,Boronia revoluta,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Boronia
Boronia umbellata,Orara Boronia,Vulnerable,Boronia umbellata,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Boronia
Boronia viridiflora,a shrub,Vulnerable,Boronia viridiflora,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Boronia
Borya mirabilis,Grampians Pincushion-lily,Endangered,Borya mirabilis,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Asparagales,Boryaceae,Borya
Bosistoa transversa,"Three-leaved Bosistoa, Yellow Satinheart",Vulnerable,Bosistoa transversa,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Bosistoa
Bossiaea fragrans, ,Critically Endangered,Bossiaea fragrans,11-May-18,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Bossiaea
Bossiaea oligosperma, ,Vulnerable,Bossiaea oligosperma,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Bossiaea
Bossiaea peninsularis,Sword Bossiaea,Endangered,Bossiaea peninsularis,7-Dec-16,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Bossiaea
Bossiaea sp. Frankland (E.M.Sandiford EMS 896), ,Endangered,Bossiaea sp. Frankland (E.M.Sandiford EMS 896),4-Jul-19,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Bossiaea
Botaurus poiciloptilus,Australasian Bittern,Endangered,Botaurus poiciloptilus,3-Mar-11,Animalia,Chordata,Aves,Ardeiformes,Ardeidae,Botaurus
Bothriochloa bunyensis,Satin-top Grass,Vulnerable,Bothriochloa bunyensis,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Bothriochloa
Brachionichthys hirsutus,Spotted Handfish,Critically Endangered,Brachionichthys hirsutus,11-Oct-12,Animalia,Chordata,Actinopterygii,Lophiiformes,Brachionichthyidae,Brachionichthys
Brachiopsilus ziebelli,"Ziebell's Handfish, Waterfall Bay Handfish",Vulnerable,Brachiopsilus ziebelli,16-Jul-00,Animalia,Chordata,Actinopterygii,Lophiiformes,Brachionichthyidae,Brachiopsilus
Brachychiton sp. Ormeau (L.H.Bird AQ435851),Ormeau Bottle Tree,Critically Endangered,Brachychiton sp. Ormeau (L.H.Bird AQ435851),9-Mar-13,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,Brachychiton
Brachyscias verecundus,Ironstone Brachyscias,Critically Endangered,Brachyscias verecundus,18-Aug-06,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Brachyscias
Brachyscome muelleri,Corunna Daisy,Endangered,Brachyscome muelleri,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Brachyscome
Brachyscome muelleroides,Mueller Daisy,Vulnerable,Brachyscome muelleroides,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Brachyscome
Brachyscome papillosa,Mossgiel Daisy,Vulnerable,Brachyscome papillosa,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Brachyscome
Breynia macrantha, ,Vulnerable,Sauropus macranthus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Breynia
Bruguiera x hainesii,Haines's Orange Mangrove,Critically Endangered,Bruguiera hainesii,22-Feb-19,Plantae,Magnoliophyta,Magnoliopsida,Rhizophorales,Rhizophoraceae,Bruguiera
Budawangia gnidioides,Budawangs Cliff-heath,Vulnerable,Budawangia gnidioides,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,Budawangia
Bulbophyllum globuliforme,"Miniature Moss-orchid, Hoop Pine Orchid",Vulnerable,Bulbophyllum globuliforme,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Bulbophyllum
Bulbophyllum gracillimum,Wispy Umbrella Orchid,Vulnerable,Bulbophyllum gracillimum,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Bulbophyllum
Bulbophyllum longiflorum,pale umbrella orchid,Vulnerable,Bulbophyllum longiflorum,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Bulbophyllum
Burmannia sp. Bathurst Island (R.Fensham 1021), ,Endangered,Burmannia sp. Bathurst Island (R.Fensham 1021),16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Burmanniaceae,Burmannia
Burramys parvus,Mountain Pygmy-possum,Endangered,Burramys parvus,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Burramyidae,Burramys
Cadellia pentastylis,Ooline,Vulnerable,Cadellia pentastylis,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Surianaceae,Cadellia
Cajanus mareebensis, ,Endangered,Cajanus mareebensis,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Cajanus
Caladenia actensis,Canberra Spider Orchid,Critically Endangered,Caladenia actensis,6-Jun-05,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Caladenia
Caladenia amoena,Charming Spider-orchid,Endangered,Caladenia amoena,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Caladenia
Caladenia anthracina,Black-tipped Spider-orchid,Critically Endangered,Caladenia anthracina,16-Oct-01,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Caladenia
Caladenia arenaria,Sand-hill Spider-orchid,Endangered,Caladenia arenaria,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Caladenia
Caladenia argocalla,White-beauty Spider-orchid,Endangered,Caladenia argocalla,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Caladenia
Caladenia atroclavia,Black-clubbed Spider-orchid,Endangered,Caladenia atroclavia,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Caladenia
Caladenia attenuata,Duramana Fingers,Critically Endangered,Caladenia attenuata,11-May-18,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Caladenia
Caladenia audasii,"McIvor Spider-orchid, Audas' Spider-orchid",Endangered,Caladenia audasii,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Caladenia
Caladenia barbarella,"Small Dragon Orchid, Common Dragon Orchid",Endangered,Caladenia barbarella,1-Dec-09,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Caladenia
Caladenia behrii,Pink-lipped Spider-orchid,Endangered,Caladenia behrii,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Caladenia
