,Species,Common_Name,Category,Presence_Type,Kingdom,Phylum,Class,Order,Family,Location 1,Location 2,Location 3,Location 4,Location 5,Location 6,Location 7,Location 8,Location 9,Location 10,Location 11,Location 12,Location 13,Location 14,Location 15,Location 16,
1197,Marginaster littoralis,Derwent River Seastar,Critically Endangered,Present,Animalia,Echinodermata,Asteroidea,Valvatida,Poraniidae,TAS,,,,,,,,,,,,,,,,
1198,Marianthus paralius,,Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Pittosporaceae,WA,,,,,,,,,,,,,,,,
1199,Marsdenia araujacea,,Extinct,Extinct,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,QLD,,,,,,,,,,,,,,,,
1200,Marsdenia brevifolia,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,QLD,,,,,,,,,,,,,,,,
1201,Marsdenia longiloba,Clear Milkvine,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,NSW, QLD,,,,,,,,,,,,,,,
1202,Marsdenia paludicola,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,QLD,,,,,,,,,,,,,,,,
1203,Mastacomys fuscus mordicus,"Broad-toothed Rat (mainland), Tooarrana",Vulnerable,Extinct,Animalia,Chordata,Mammalia,Rodentia,Muridae,SA,,,,,,,,,,,,,,,,
1204,Mastacomys fuscus mordicus,"Broad-toothed Rat (mainland), Tooarrana",Vulnerable,Present,Animalia,Chordata,Mammalia,Rodentia,Muridae,ACT, NSW, VIC,,,,,,,,,,,,,,
1205,Mathewsoconcha grayi ms,Gray's Helicarionid Land Snail,Critically Endangered,Present,Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,AET, NI,,,,,,,,,,,,,,,
1206,Mathewsoconcha phillipii,Phillip Island Helicarionid Land Snail,Critically Endangered,Present,Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,AET, NI,,,,,,,,,,,,,,,
1207,Mathewsoconcha suteri,a helicarionid land snail,Critically Endangered,Present,Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,AET, NI,,,,,,,,,,,,,,,
1208,Medicosma elliptica,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,QLD,,,,,,,,,,,,,,,,
1209,Medicosma obovata,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,QLD,,,,,,,,,,,,,,,,
1210,Megaptera novaeangliae,Humpback Whale,Vulnerable,Present,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,ACR, AET, ANT, CI, CKI, CSI, HI, NI, NSW, NT, OCE, QLD, SA, TAS, TER, VIC, WA
1211,Megascolides australis,Giant Gippsland Earthworm,Vulnerable,Endemic,Animalia,Annelida,Oligochaeta,Haplotaxida,Megascolecidae,VIC,,,,,,,,,,,,,,,,
1212,Melaleuca biconvexa,Biconvex Paperbark,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,NSW,,,,,,,,,,,,,,,,
1213,Melaleuca biconvexa,Biconvex Paperbark,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,TER,,,,,,,,,,,,,,,,
1214,Melaleuca deanei,Deane's Melaleuca,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,NSW,,,,,,,,,,,,,,,,
1215,Melaleuca kunzeoides,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,QLD,,,,,,,,,,,,,,,,
1216,Melaleuca sciotostyla,Wongan Melaleuca,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,WA,,,,,,,,,,,,,,,,
1217,Melaleuca sp. Wanneroo (G.J. Keighery 16705),,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,WA,,,,,,,,,,,,,,,,
1218,Melanodryas cucullata melvillensis,"Tiwi Islands Hooded Robin, Hooded Robin (Tiwi Islands)",Critically Endangered,Endemic,Animalia,Chordata,Aves,Passeriformes,Petroicidae,NT,,,,,,,,,,,,,,,,
1219,Melanotaenia eachamensis,Lake Eacham Rainbowfish,Endangered,Endemic,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,QLD,,,,,,,,,,,,,,,,
1220,Melichrus sp. Gibberagee (Benwell 97239),Narrow-leaf Melichrus,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,NSW,,,,,,,,,,,,,,,,
1221,Melichrus sp. Newfoundland State Forest (P.Gilmour 7852),Hairy Melichrus,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,NSW,,,,,,,,,,,,,,,,
1222,Melicope littoralis,Shade Tree,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,AET, NI,,,,,,,,,,,,,,,
1223,Melicytus latifolius,Norfolk Island Mahoe,Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Violales,Violaceae,AET, NI,,,,,,,,,,,,,,,
1224,Melicytus ramiflorus subsp. oblongifolius,"Whiteywood, a tree",Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Violales,Violaceae,AET, NI,,,,,,,,,,,,,,,
1225,Melomys rubicola,Bramble Cay Melomys,Extinct,Extinct,Animalia,Chordata,Mammalia,Rodentia,Muridae,QLD,,,,,,,,,,,,,,,,
1226,Meryta angustifolia,a tree,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,AET, NI,,,,,,,,,,,,,,,
1227,Meryta latifolia,"Shade Tree, Broad-leaved Meryta",Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,AET, NI,,,,,,,,,,,,,,,
1228,Mesembriomys gouldii gouldii,"Black-footed Tree-rat (Kimberley and mainland Northern Territory), Djintamoonga, Manbul",Endangered,Present,Animalia,Chordata,Mammalia,Rodentia,Muridae,NT, WA,,,,,,,,,,,,,,,
1229,Mesembriomys gouldii melvillensis,Black-footed Tree-rat (Melville Island),Vulnerable,Present,Animalia,Chordata,Mammalia,Rodentia,Muridae,NT,,,,,,,,,,,,,,,,
1230,Mesembriomys gouldii rattoides,"Black-footed Tree-rat (north Queensland), Shaggy Rabbit-rat",Vulnerable,Present,Animalia,Chordata,Mammalia,Rodentia,Muridae,QLD,,,,,,,,,,,,,,,,
1231,Mesodontrachia fitzroyana,Fitzroy Land Snail,Endangered,Endemic,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,NT,,,,,,,,,,,,,,,,
1232,Microcarpaea agonis,,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,QLD,,,,,,,,,,,,,,,,
1233,Microcorys eremophiloides,Wongan Microcorys,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,WA,,,,,,,,,,,,,,,,
1234,Microlepidium alatum,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,SA,,,,,,,,,,,,,,,,
1235,Micromyrtus blakelyi,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,NSW,,,,,,,,,,,,,,,,
1236,Micromyrtus grandis,,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,NSW,,,,,,,,,,,,,,,,
1237,Micromyrtus minutiflora,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,NSW,,,,,,,,,,,,,,,,
1238,Micropathus kiernani,"Francistown Cave Cricket, Southern sandstone cave cricket",Critically Endangered,Present,Animalia,Arthropoda,Insecta,Orthoptera,Rhaphidophoridae,TAS,,,,,,,,,,,,,,,,
1239,Microtis angusii,Angus's Onion Orchid,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,NSW,,,,,,,,,,,,,,,,
1240,Microtis globula,South-Coast Mignonette Orchid,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,WA,,,,,,,,,,,,,,,,
1241,Milyeringa veritas,Blind Gudgeon,Vulnerable,Endemic,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,WA,,,,,,,,,,,,,,,,
1242,Miniopterus orianae bassanii,Southern Bent-wing Bat,Critically Endangered,Present,Animalia,Chordata,Mammalia,Chiroptera,Miniopteridae,SA, VIC,,,,,,,,,,,,,,,
1243,Minuria tridens,Minnie Daisy,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,NT, WA,,,,,,,,,,,,,,,
1244,Mirafra javanica melvillensis,Horsfield's Bushlark (Tiwi Islands),Vulnerable,Present,Animalia,Chordata,Aves,Passeriformes,Alaudidae,NT,,,,,,,,,,,,,,,,
1245,Mirounga leonina,Southern Elephant Seal,Vulnerable,Present,Animalia,Chordata,Mammalia,Pinnipedia,Phocidae,AET, ANT, HI, OCE, SA, TAS,,,,,,,,,,,
1246,Mirounga leonina,Southern Elephant Seal,Vulnerable,Vagrant,Animalia,Chordata,Mammalia,Pinnipedia,Phocidae,NSW, VIC, WA,,,,,,,,,,,,,,
1247,Mitrella tiwiensis,a vine,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Annonaceae,NT,,,,,,,,,,,,,,,,
1248,Mixophyes balbus,"Stuttering Frog, Southern Barred Frog (in Victoria)",Vulnerable,Present,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,NSW, QLD, VIC,,,,,,,,,,,,,,
1249,Mixophyes fleayi,Fleay's Frog,Endangered,Present,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,NSW, QLD,,,,,,,,,,,,,,,
1250,Mixophyes iteratus,"Giant Barred Frog, Southern Barred Frog",Endangered,Present,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,NSW, QLD,,,,,,,,,,,,,,,
1251,Mogurnda clivicola,"Flinders Ranges Mogurnda, Flinders Ranges Purple-spotted Gudgeon",Vulnerable,Endemic,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,SA,,,,,,,,,,,,,,,,
1252,Monogramma dareicarpa,Grass Fern,Extinct,Extinct,Plantae,Polypodiophyta,Polypodiatae,Pteridales,Pteridaceae,QLD,,,,,,,,,,,,,,,,
1253,Muehlenbeckia australis,"Shrubby Creeper, Pohuehue",Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,AET, NI,,,,,,,,,,,,,,,
1254,Muehlenbeckia tuggeranong,Tuggeranong Lignum,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,ACT,,,,,,,,,,,,,,,,
1255,Musa fitzalanii,Daintree's River Banana,Extinct,Extinct,Plantae,Magnoliophyta,Liliopsida,Zingiberales,Musaceae,QLD,,,,,,,,,,,,,,,,
1256,Myoporum cordifolium,Jerramungup Myoporum,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Myoporaceae,WA,,,,,,,,,,,,,,,,
1257,Myoporum obscurum,"Popwood, Sandalwood, Bastard Ironwood",Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Myoporaceae,AET, NI,,,,,,,,,,,,,,,
1258,Myriocephalus nudus,,Extinct,Present,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,WA,,,,,,,,,,,,,,,,
1259,Myriophyllum coronatum,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Haloragales,Haloragaceae,QLD,,,,,,,,,,,,,,,,
1260,Myriophyllum lapidicola,Chiddarcooping Myriophyllum,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Haloragales,Haloragaceae,WA,,,,,,,,,,,,,,,,
1261,Myriophyllum porcatum,Ridged Water-milfoil,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Haloragales,Haloragaceae,VIC,,,,,,,,,,,,,,,,
1262,Myrmecobius fasciatus,Numbat,Endangered,Endemic,Animalia,Chordata,Mammalia,Polyprotodonta,Myrmecobiidae,WA,,,,,,,,,,,,,,,,
1263,Myrmecobius fasciatus,Numbat,Endangered,Extinct,Animalia,Chordata,Mammalia,Polyprotodonta,Myrmecobiidae,NT,,,,,,,,,,,,,,,,
1264,Myrmecobius fasciatus,Numbat,Endangered,Present,Animalia,Chordata,Mammalia,Polyprotodonta,Myrmecobiidae,NSW, SA,,,,,,,,,,,,,,,
1265,Myrmecodia beccarii,Ant Plant,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,QLD,,,,,,,,,,,,,,,,
1266,Myrsine ralstoniae,Beech,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Primulales,Primulaceae,AET, NI,,,,,,,,,,,,,,,
1267,Myrsine richmondensis,"Purple-leaf Muttonwood, Lismore Muttonwood",Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Primulales,Primulaceae,NSW,,,,,,,,,,,,,,,,
1268,Mystivagor mastersi,Masters' Charopid Land Snail,Critically Endangered,Present,Animalia,Mollusca,Gastropoda,Pulmonata,Charopidae,AET, NSW,,,,,,,,,,,,,,,
1269,Nangura spinosa,Nangur Spiny Skink,Critically Endangered,Endemic,Animalia,Chordata,Reptilia,Squamata,Scincidae,QLD,,,,,,,,,,,,,,,,
1270,Nannatherina balstoni,Balston's Pygmy Perch,Vulnerable,Endemic,Animalia,Chordata,Actinopterygii,Perciformes,Nannopercidae,WA,,,,,,,,,,,,,,,,
1271,Nannoperca obscura,Yarra Pygmy Perch,Vulnerable,Present,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,SA, VIC,,,,,,,,,,,,,,,
1272,Nannoperca oxleyana,Oxleyan Pygmy Perch,Endangered,Present,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,NSW, QLD,,,,,,,,,,,,,,,
1273,Nannoperca pygmaea,Little Pygmy Perch,Endangered,Endemic,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,WA,,,,,,,,,,,,,,,,
1274,Nannoperca variegata,"Variegated Pygmy Perch, Ewens Pygmy Perch, Golden Pygmy Perch",Vulnerable,Present,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,SA, VIC,,,,,,,,,,,,,,,
1275,Natator depressus,Flatback Turtle,Vulnerable,Present,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,ACR, AET, CI, CKI, CSI, NI, NSW, NT, OCE, QLD, TER, WA,,,,,
1276,Neisosperma kilneri,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,QLD,,,,,,,,,,,,,,,,
1277,Nematoceras dienemum,Windswept Helmet-orchid,Critically Endangered,Present,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,AET, TAS,,,,,,,,,,,,,,,
1278,Nematolepis frondosa,Leafy Nematolepis,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,VIC,,,,,,,,,,,,,,,,
1279,Nematolepis rhytidophylla,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,NSW,,,,,,,,,,,,,,,,
1280,Nematolepis squamea subsp. coriacea,Harsh Nematolepis,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,VIC,,,,,,,,,,,,,,,,
1281,Nematolepis wilsonii,Shiny Nematolepis,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,VIC,,,,,,,,,,,,,,,,
1282,Neoastelia spectabilis,,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Liliales,Liliaceae,NSW,,,,,,,,,,,,,,,,
1283,Neoceratodus forsteri,"Australian Lungfish, Queensland Lungfish",Vulnerable,Endemic,Animalia,Chordata,Sarcopterygii,Ceratodontiformes,Ceratodontidae,QLD,,,,,,,,,,,,,,,,
1284,Neochmia phaeton evangelinae,Crimson Finch (white-bellied),Endangered,Endemic,Animalia,Chordata,Aves,Passeriformes,Passeridae,QLD,,,,,,,,,,,,,,,,
1285,Neochmia ruficauda ruficauda,"Star Finch (eastern), Star Finch (southern)",Endangered,Present,Animalia,Chordata,Aves,Passeriformes,Ploceidae,NSW, QLD,,,,,,,,,,,,,,,
1286,Neopasiphae simplicior,A native bee,Critically Endangered,Endemic,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,WA,,,,,,,,,,,,,,,,
1287,Neophema chrysogaster,Orange-bellied Parrot,Critically Endangered,Present,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,NSW, OCE, SA, TAS, TER, VIC,,,,,,,,,,,
1288,Neophoca cinerea,"Australian Sea-lion, Australian Sea Lion",Vulnerable,Present,Animalia,Chordata,Mammalia,Pinnipedia,Otariidae,OCE, SA, WA,,,,,,,,,,,,,,
1289,Neoroepera buxifolia,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,QLD,,,,,,,,,,,,,,,,
1290,Nestor productus,Norfolk Island Kaka,Extinct,Extinct,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,AET,,,,,,,,,,,,,,,,
1291,Newcastelia velutina,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Verbenaceae,QLD,,,,,,,,,,,,,,,,
1292,Ninox natalis,"Christmas Island Hawk-Owl, Christmas Boobook ",Vulnerable,Endemic,Animalia,Chordata,Aves,Strigiformes,Strigidae,AET, CI,,,,,,,,,,,,,,,
1293,Ninox novaeseelandiae albaria,"Lord Howe Southern Boobook, Lord Howe Boobook Owl",Extinct,Extinct,Animalia,Chordata,Aves,Strigiformes,Strigidae,NSW,,,,,,,,,,,,,,,,
1294,Ninox novaeseelandiae undulata,"Norfolk Island Boobook, Norfolk Island Morepork, Southern Boobook (Norfolk Island)",Endangered,Endemic,Animalia,Chordata,Aves,Strigiformes,Strigidae,AET, NI,,,,,,,,,,,,,,,
1295,Notechis scutatus ater,Krefft's Tiger Snake (Flinders Ranges),Vulnerable,Endemic,Animalia,Chordata,Reptilia,Squamata,Elapidae,SA,,,,,,,,,,,,,,,,
1296,Notelaea ipsviciensis,Cooneana Olive,Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Oleaceae,QLD,,,,,,,,,,,,,,,,
1297,Notelaea lloydii,Lloyd's Olive,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Oleaceae,QLD,,,,,,,,,,,,,,,,
1298,Notomys amplus,"Short-tailed Hopping-mouse, Yoontoo",Extinct,Extinct,Animalia,Chordata,Mammalia,Rodentia,Muridae,NT, SA, WA,,,,,,,,,,,,,,
1299,Notomys aquilo,"Northern Hopping-mouse, Woorrentinta",Vulnerable,Present,Animalia,Chordata,Mammalia,Rodentia,Muridae,NT, QLD,,,,,,,,,,,,,,,
1300,Notomys fuscus,"Dusky Hopping-mouse, Wilkiniti",Vulnerable,Historic,Animalia,Chordata,Mammalia,Rodentia,Muridae,NT,,,,,,,,,,,,,,,,
1301,Notomys fuscus,"Dusky Hopping-mouse, Wilkiniti",Vulnerable,Present,Animalia,Chordata,Mammalia,Rodentia,Muridae,NSW, QLD, SA,,,,,,,,,,,,,,
1302,Notomys longicaudatus,"Long-tailed Hopping-mouse, Koolawa, Talamba",Extinct,Extinct,Animalia,Chordata,Mammalia,Rodentia,Muridae,NT, SA, WA,,,,,,,,,,,,,,
1303,Notomys longicaudatus,"Long-tailed Hopping-mouse, Koolawa, Talamba",Extinct,Present,Animalia,Chordata,Mammalia,Rodentia,Muridae,NSW,,,,,,,,,,,,,,,,
1304,Notomys macrotis,"Large-eared Hopping-mouse, Noompa, Big -eared Hopping-mouse",Extinct,Extinct,Animalia,Chordata,Mammalia,Rodentia,Muridae,WA,,,,,,,,,,,,,,,,
1305,Notomys mordax,"Darling Downs Hopping-mouse, Payi",Extinct,Extinct,Animalia,Chordata,Mammalia,Rodentia,Muridae,NSW, QLD,,,,,,,,,,,,,,,
1306,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",Critically Endangered,Present,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,NSW, NT, OCE, QLD, SA, TAS, TER, VIC, WA,,,,,,,,
1307,Nyctophilus corbeni,"Corben's Long-eared Bat, South-eastern Long-eared Bat",Vulnerable,Present,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,NSW, QLD, SA, VIC,,,,,,,,,,,,,
1308,Nyctophilus howensis,"Lord Howe Long-eared Bat, Lord Howe Island Bat",Extinct,Extinct,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,NSW,,,,,,,,,,,,,,,,
1309,Oberonia attenuata,Mossman Fairy Orchid,Critically Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,QLD,,,,,,,,,,,,,,,,
1310,Ochrosia moorei,Southern Ochrosia,Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,NSW, QLD,,,,,,,,,,,,,,,
1311,Ogyris subterrestris petrina,Arid Bronze Azure,Critically Endangered,Present,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,WA,,,,,,,,,,,,,,,,
1312,Olax angulata,Minnie Waters Olax,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Santalales,Olacaceae,NSW,,,,,,,,,,,,,,,,
1313,Olearia arckaringensis,Arckaringa Daisy,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,SA,,,,,,,,,,,,,,,,
1314,Olearia astroloba,Marble Daisy-bush,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,VIC,,,,,,,,,,,,,,,,
1315,Olearia cordata,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,NSW,,,,,,,,,,,,,,,,
1316,Olearia flocktoniae,Dorrigo Daisy-bush,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,NSW,,,,,,,,,,,,,,,,
1317,Olearia hygrophila,"Swamp Daisy, Water Daisy",Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,QLD,,,,,,,,,,,,,,,,
1318,Olearia macdonnellensis,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,NT,,,,,,,,,,,,,,,,
1319,Olearia microdisca,Small-flowered Daisy-bush,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,SA,,,,,,,,,,,,,,,,
1320,Olearia oliganthema,,Extinct,Extinct,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,NSW,,,,,,,,,,,,,,,,
1321,Olearia pannosa subsp. pannosa,"Silver Daisy-bush, Silver-leaved Daisy, Velvet Daisy-bush",Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,SA,,,,,,,,,,,,,,,,
1322,Oligosoma lichenigera,Lord Howe Island Skink,Vulnerable,Present,Animalia,Chordata,Reptilia,Squamata,Scincidae,AET, NI, NSW,,,,,,,,,,,,,,
1323,Omphalea celata,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,QLD,,,,,,,,,,,,,,,,
1324,Onychogalea fraenata,"Bridled Nail-tail Wallaby, Bridled Nailtail Wallaby",Endangered,Endemic,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,QLD,,,,,,,,,,,,,,,,
1325,Onychogalea fraenata,"Bridled Nail-tail Wallaby, Bridled Nailtail Wallaby",Endangered,Extinct,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,SA,,,,,,,,,,,,,,,,
1326,Onychogalea fraenata,"Bridled Nail-tail Wallaby, Bridled Nailtail Wallaby",Endangered,Present,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,VIC,,,,,,,,,,,,,,,,
1327,Onychogalea fraenata,"Bridled Nail-tail Wallaby, Bridled Nailtail Wallaby",Endangered,Translocated,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,NSW,,,,,,,,,,,,,,,,
1328,Onychogalea lunata,"Crescent Nailtail Wallaby, Tjawalpa, Wurrung",Extinct,Extinct,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,NSW, NT, SA, WA,,,,,,,,,,,,,
1329,Opercularia acolytantha,Esperance Dog Weed,Extinct,Extinct,Plantae,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,WA,,,,,,,,,,,,,,,,
1330,Ophidiocephalus taeniatus,Bronzeback Snake-lizard,Vulnerable,Present,Animalia,Chordata,Reptilia,Squamata,Pygopodidae,NT, SA,,,,,,,,,,,,,,,
1331,Ophisternon candidum,Blind Cave Eel,Vulnerable,Present,Animalia,Chordata,Actinopterygii,Synbranchiformes,Synbranchidae,WA,,,,,,,,,,,,,,,,
1332,Ordtrachia septentrionalis,Rosewood Keeled Snail,Critically Endangered,Present,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,NT, WA,,,,,,,,,,,,,,,
1333,Oreisplanus munionga larana,"Marrawah Skipper, Alpine Sedge Skipper, Alpine Skipper",Vulnerable,Present,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,TAS,,,,,,,,,,,,,,,,
1334,Oreixenica ptunarra,"Ptunarra Brown, Ptunarra Brown Butterfly, Ptunarra Xenica",Endangered,Present,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,TAS,,,,,,,,,,,,,,,,
1335,Oreogrammitis reinwardtii,,Vulnerable,Endemic,Plantae,Polypodiophyta,Polypodiatae,Polypodiales,Grammitidaceae,QLD,,,,,,,,,,,,,,,,
1336,Ornduffia calthifolia,Mountain Villarsia,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Menyanthaceae,WA,,,,,,,,,,,,,,,,
1337,Osphranter robustus isabellinus,"Barrow Island Wallaroo, Barrow Island Euro",Vulnerable,Endemic,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,WA,,,,,,,,,,,,,,,,
1338,Owenia cepiodora,"Onionwood, Bog Onion, Onion Cedar",Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,NSW, QLD,,,,,,,,,,,,,,,
1339,Ozothamnus eriocephalus,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,QLD,,,,,,,,,,,,,,,,
1340,Ozothamnus reflexifolius,Reflexed Everlasting,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,TAS,,,,,,,,,,,,,,,,
1341,Ozothamnus selaginoides,"Clubmoss Everlasting, Table Mountain Daisy Bush",Extinct,Extinct*,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,TAS,,,,,,,,,,,,,,,,
1342,Ozothamnus tesselatus,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,NSW,,,,,,,,,,,,,,,,
1343,Ozothamnus vagans,Wollumbin Dogwood,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,NSW, QLD,,,,,,,,,,,,,,,
