Current Name and SPRAT ID,Current Name and SPRAT ID,Current Name and SPRAT ID,"EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ",EPBC Act Documents ,EPBC Act Documents ,EPBC Act Documents ,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,"State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence"
Taxon ID,Scientific Name,Common Name,EPBC Threat Status,EPBC Threatened Species Listed Name,EPBC Threatened Species Date Effective,EPBC Act Migratory,Bonn,Listed Name Bonn,CAMBA,Listed Name Camba,JAMBA,Listed Name Jamba,ROKAMBA,Listed Name Rokamba,Marine Status,Listed Name Marine,Cetacean,Finalised Priority Assessment List (FPAL),Listed Name FPAL,Conservation Advice,Recovery Plan,Recovery Plan Decisions,Kingdom,Phylum,Class,Order,Family,Genus,Taxon Group,ACT NC Act,Listed Name,NSW TSC Act and FM Act,Listed Name,NT TPWC Act,Listed Name,Qld NC Act,Listed Name,SA NPW Act,Listed Name,Tas. TSP Act,Listed Name,Vic. FFG Act (Advisory Lists),Listed Name,WA WC Act,Listed Name,IUCN Red List,IUCN Red List Listed Names,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia,Ashmore and Cartier Islands,Cocos (Keeling) Islands,Christmas Island,Coral Sea Islands,Jervis Bay Territory,Norfolk Island,Heard and McDonald Islands,Australian Antarctic Territory,Commonwealth Marine Area
1563,Varanus glebopalma,Long-Tailed Rock Monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus glebopalma,,,,,,,,,,,,,,,,,
1564,Varanus gouldii,Gould's Goanna or Sand Monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus gouldii,,,,,,,,,,,,,,,,,
1566,Varanus indicus,Mangrove Monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus indicus,,,,,,,,,,,,,,,,,
64402,Varanus keithhornei,goanna or monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus keithhornei,,,,,,,,,,,,,,,,,
1567,Varanus kingorum,a goanna or monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus kingorum,,,,,,,,,,,,,,,,,
1568,Varanus mertensi,"Mertens' Water Monitor, Mertens's Water Monitor",,,,,,,,,,,,,,,,30/09/2020,Varanus mertensi,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,Vulnerable,Varanus mertensi,,,,,,,,,,,Endangered,Varanus mertensi,,,Present,Present,,,,Present,,,,,,,,,
1569,Varanus mitchelli,Mitchell's Water Monitor,,,,,,,,,,,,,,,,30/09/2020,Varanus mitchelli,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,Vulnerable,Varanus mitchelli,,,,,,,,,,,Critically Endangered,Varanus mitchelli,,,Present,,,,,Present,,,,,,,,,
1570,Varanus panoptes,Yellow-spotted Monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,Vulnerable,Varanus panoptes,,,,,,,,,,,Least Concern,Varanus panoptes,,,Present,,,,,,,,,,,,,,
1571,Varanus pilbarensis,a goanna or monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus pilbarensis,,,,,,,,,,,,,,,,,
1572,Varanus prasinus,Emerald Monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,Near Threatened,Varanus prasinus,,,,,,,,,Least Concern,Varanus prasinus,,,,Present,,,,,,,,,,,,,
1543,Varanus primordius,a goanna or monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus primordius,,,,,,,,,,,,,,,,,
1544,Varanus rosenbergi,"Rosenberg's Goanna, Heath Monitor, Heath Goanna",,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,Vulnerable,Varanus rosenbergi,,,,,Vulnerable,Varanus rosenbergi,,,Threatened (Endangered),Varanus rosenbergi (Varanus rosenbergi),,,Least Concern,Varanus rosenbergi,Present,Present,,,Present,,Present,Present,,,,,,,,,
88917,Varanus scalaris,Spotted Tree Monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus scalaris,,,,,,,,,,,,,,,,,
1545,Varanus semiremex,Rusty Monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus semiremex,,,,,,,,,,,,,,,,,
1546,Varanus spenceri,Spencer's Monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus spenceri,,,,,,,,,,,,,,,,,
1547,Varanus storri,a goanna or monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus storri,,,,,,,,,,,,,,,,,
1549,Varanus tristis,"Black-headed Monitor, Freckled Monitor",,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus tristis,,,,,,,,,,,,,,,,,
1550,Varanus varius,Lace Monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,Rare,Varanus varius,,, (Endangered), (Varanus varius),,,Least Concern,Varanus varius,,,,,,,,,,,,,,,,,
77028,Variola louti,Coronation Trout,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Variola,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Variola louti,,,,,,,,,,,,,,,,,
83571,Velesunio moretonicus,a freshwater mussel,,,,,,,,,,,,,,,,,,,,,Animalia,Mollusca,Bivalvia,Unionida,Hyriidae,Velesunio,bivalves,,,,,,,,,,,,,,,,,Near Threatened,Velesunio moretonicus,,,,,,,,,,,,,,,,,
14834,Velleia arguta, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Goodeniaceae,Velleia,dicots (two seed leaves),,,,,,,,,,,,, (Rare), (Velleia arguta),,,,,,,,,,,,,,,,,,,,,
2564,Velleia connata, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Goodeniaceae,Velleia,dicots (two seed leaves),,,,,,,,,,,,, (Rare), (Velleia connata),,,,,,,,,,,,,,,,,,,,,
11880,Velleia cycnopotamica, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Goodeniaceae,Velleia,dicots (two seed leaves),,,,,,,,,Rare,Velleia cycnopotamica,,,,,,,,,,,,,,,,,,,,,,,,,
15319,Velleia paradoxa,Spur Velleia,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Goodeniaceae,Velleia,dicots (two seed leaves),,,,,,,,,,,Vulnerable,Velleia paradoxa,,,,,,,,,,,,Present,,,,,,,,,,,
17190,Velleia perfoliata, ,Vulnerable,Velleia perfoliata,16-Jul-00,,,,,,,,,,,,,,,26-Mar-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Goodeniaceae,Velleia,dicots (two seed leaves),,,Vulnerable,Velleia perfoliata,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
14971,Ventilago viminalis,Supplejack,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Ventilago,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Ventilago viminalis,,,,,,,,,,,,,,,,,
53256,Verbena officinalis var. gaudichaudii,Gaudichaud's Verbena,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,dicots (two seed leaves),,,,,,,,,,,,, (Poorly known), (Verbena officinalis var. gaudichaudii),,,,,,,,,,,,,,,,,,,,,
1140,Vermicella annulata,Bandy Bandy (snake),,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Elapidae,Vermicella,reptiles,,,,,,,,,Rare,Vermicella annulata,,,Threatened (Vulnerable),Vermicella annulata (Vermicella annulata),,,Least Concern,Vermicella annulata,Present,Present,Present,Present,Present,,Present,Present,,,,,,,,,
64747,Vermicella intermedia, ,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Elapidae,Vermicella,reptiles,,,,,,,,,,,,,,,,,Least Concern,Vermicella intermedia,,,,,,,,,,,,,,,,,
1141,Vermicella multifasciata,Northern Bandy Bandy (snake),,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Elapidae,Vermicella,reptiles,,,,,,,,,,,,,,,,,Least Concern,Vermicella multifasciata,,,,,,,,,,,,,,,,,
64748,Vermicella snelli, ,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Elapidae,Vermicella,reptiles,,,,,,,,,,,,,,,,,Least Concern,Vermicella snelli,,,,,,,,,,,,,,,,,
87477,Veronica blakelyi, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Veronica,dicots (two seed leaves),,,Vulnerable,Veronica blakelyi,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
83205,Veronica ciliolata,Ciliolate Hebe,Vulnerable,Veronica ciliolata,26-Nov-08,,,,,,,,,,,,,,,26-Nov-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Veronica,dicots (two seed leaves),,,,,,,,,,,,,,,,,,,,,,,,"Endemic, Endemic",,,,,,,,,,,
83206,Veronica ciliolata subsp. fiordensis,Ben Lomond Cushionplant,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Veronica,dicots (two seed leaves),,,,,,,,,,,Vulnerable,Veronica ciliolata subsp. fiordensis,,,,,,,,,,,,Present,,,,,,,,,,,
22517,Veronica decorosa, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Veronica,dicots (two seed leaves),,,,,,,,,Rare,Veronica decorosa,,,,,,,,,,,,,,,,,,,,,,,,,
82834,Veronica derwentiana subsp. anisodonta,Kangaroo Island Speedwell,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Veronica,dicots (two seed leaves),,,,,,,,,Rare,Derwentia derwentiana subsp. anisodonta,,,,,,,,,,,,,,,,,,,,,,,,,
82835,Veronica derwentiana subsp. derwentiana,Derwent Speedwell,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Veronica,dicots (two seed leaves),,,,,,,,,Endangered,Veronica derwentiana subsp. derwentiana,,,,,,,,,,,,,Present,,,,,,,,,,,,
82836,Veronica derwentiana subsp. homalodonta,Mount Lofty Speedwell,Critically Endangered,Veronica derwentiana subsp. homalodonta,24-Dec-09,,,,,,,,,,,,,,,24-Dec-09,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Veronica,dicots (two seed leaves),,,,,,,,,Endangered,Derwentia derwentiana subsp. homalodonta,,,,,,,,,,,,,"Present, Present",,,,,,,,,,,,
19327,Veronica gracilis,Slender Speedwell,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Veronica,dicots (two seed leaves),,,,,,,,,Vulnerable,Veronica gracilis,,,,,,,,,,,,,Present,,,,,,,,,,,,
87474,Veronica grosseserrata, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Veronica,dicots (two seed leaves),,,,,,,,,,,,, (Poorly known), (Veronica grosseserrata),,,,,,,,,,,,,,,,,,,,,
14800,Veronica hillebrandii,Coast Speedwell,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Veronica,dicots (two seed leaves),,,,,,,,,,,,, (Vulnerable), (Veronica hillebrandii),,,,,,,,,,,,,,,,,,,,,
18794,Veronica nivea, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Veronica,dicots (two seed leaves),,,,,,,,,,,,, (Rare), (Derwentia nivea),,,,,,,,,,,,,,,,,,,,,
17464,Veronica notabilis,Notable Speedwell,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Veronica,dicots (two seed leaves),,,,,,,,,,,Endangered,Veronica notabilis,,,,,,,,,,,,Present,,,,,,,,,,,
33198,Veronica novae-hollandiae, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Veronica,dicots (two seed leaves),,,,,,,,,,,Vulnerable,Veronica novae-hollandiae,,,,,,,,,,,,Present,,,,,,,,,,,
17458,Veronica parnkalliana,Port Lincoln Speedwell,Endangered,Veronica parnkalliana,5-May-16,,,,,,,,,,,,,Completed,Veronica parnkalliana,5-May-16,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Veronica,dicots (two seed leaves),,,,,,,,,Endangered,Veronica parnkalliana,,,,,,,,,,,,,Present,,,,,,,,,,,,
15979,Veronica peregrina,Wandering Speedwell,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Veronica,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Veronica peregrina,,,,,,,,,,,,,,,,,
3097,Veronica plebeia,Trailing Speedwell,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Veronica,dicots (two seed leaves),,,,,,,,,,,Rare,Veronica plebeia,,,,,,,,,,,,,,,,,,,,,,,
20961,Veronica serpyllifolia,Thyme-leaved Speedwell,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Veronica,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Veronica serpyllifolia,,,,,,,,,,,,,,,,,
87929,Veronica sp. aff. gracilis (Lake Omeo), ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Veronica,dicots (two seed leaves),,,,,,,,,,,,, (Endangered), (Veronica sp. aff. gracilis (Lake Omeo)),,,,,,,,,,,,,,,,,,,,,
87468,Veronica subtilis, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Veronica,dicots (two seed leaves),,,,,,,,,Vulnerable,Veronica subtilis,,,,,,,,,,,,,Present,,,,,,,,,,,,
55635,Verticordia albida,White Featherflower,Endangered,Verticordia albida,16-Jul-00,,,,,,,,,,,,,,,1-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Verticordia albida,,,,,,,,,,Endemic,,,,,,,,,
65545,Verticordia apecta,"Hay River Featherflower, Scruffy Verticordia",Critically Endangered,Verticordia apecta,19-Aug-10,,,,,,,,,,,,,,,19-Aug-10,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Verticordia apecta,,,,,,,,,,Present,,,,,,,,,
24342,Verticordia carinata,Stirling Range Featherflower,Vulnerable,Verticordia carinata,16-Jul-00,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Verticordia carinata,,,,,,,,,,Endemic,,,,,,,,,
55678,Verticordia crebra, ,Vulnerable,Verticordia crebra,16-Jul-00,,,,,,,,,,,,,,,16-Dec-08,22-Mar-13,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Verticordia crebra,,,,,,,,,,Endemic,,,,,,,,,
55689,Verticordia densiflora var. pedunculata,Long-stalked Featherflower,Endangered,Verticordia densiflora var. pedunculata,16-Jul-00,,,,,,,,,,,,,,,3-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Verticordia densiflora var. pedunculata,,,,,,,,,,Endemic,,,,,,,,,
24630,Verticordia fimbrilepis subsp. australis,Southern Shy Featherflower,Vulnerable,Verticordia fimbrilepis subsp. australis,16-Jul-00,,,,,,,,,,,,,,,3-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Verticordia fimbrilepis subsp. australis,,,,,,,,,,Endemic,,,,,,,,,
24631,Verticordia fimbrilepis subsp. fimbrilepis,Shy Featherflower,Endangered,Verticordia fimbrilepis subsp. fimbrilepis,16-Jul-00,,,,,,,,,,,,,,,,24-Jun-11,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Verticordia fimbrilepis subsp. fimbrilepis,,,,,,,,,,Endemic,,,,,,,,,
8204,Verticordia helichrysantha,Coast Featherflower,Vulnerable,Verticordia helichrysantha,16-Jul-00,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Verticordia helichrysantha,,,,,,,,,,Endemic,,,,,,,,,
11434,Verticordia hughanii,Hughan's Featherflower,Endangered,Verticordia hughanii,16-Jul-00,,,,,,,,,,,,,,,1-Oct-15,,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Verticordia hughanii,,,,,,,,,,Endemic,,,,,,,,,
55798,Verticordia pityrhops,"Little Pine Verticordia, Pine-like Featherflower",Endangered,Verticordia pityrhops,16-Jul-00,,,,,,,,,,,,,,,16-Dec-08,22-Mar-13,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Verticordia pityrhops,,,,,,,,,,Endemic,,,,,,,,,
23871,Verticordia plumosa var. ananeotes,Tufted Plumed Featherflower,Endangered,Verticordia plumosa var. ananeotes,16-Jul-00,,,,,,,,,,,,,,,,23-Oct-08,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Verticordia plumosa var. ananeotes,,,,,,,,,,Endemic,,,,,,,,,
55804,Verticordia plumosa var. vassensis,Vasse Featherflower,Endangered,Verticordia plumosa var. vassensis,16-Jul-00,,,,,,,,,,,,,,,1-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Verticordia plumosa var. vassensis,,,,,,,,,,Endemic,,,,,,,,,
55822,Verticordia spicata subsp. squamosa,Scaly-leaved Featherflower,Endangered,Verticordia spicata subsp. squamosa,16-Jul-00,,,,,,,,,,,,,,,1-Apr-16,,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Verticordia spicata subsp. squamosa,,,,,,,,,,Endemic,,,,,,,,,
55825,Verticordia staminosa subsp. staminosa,Wongan Featherflower,Endangered,Verticordia staminosa subsp. staminosa,16-Jul-00,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Verticordia staminosa subsp. staminosa,,,,,,,,,,Endemic,,,,,,,,,
55823,Verticordia staminosa var. cylindracea,Granite Featherflower,Endangered,Verticordia staminosa var. cylindracea,16-Jul-00,,,,,,,,,,,,,,,1-Oct-15,,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Verticordia staminosa var. cylindracea,,,,,,,,,,"Present, Present",,,,,,,,,
55824,Verticordia staminosa var. erecta,Pine Featherflower,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Verticordia staminosa var. erecta,,,,,,,,,,Present,,,,,,,,,
59631,Vespadelus baverstocki,Inland Forest Bat,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,mammals,,,Vulnerable,Vespadelus baverstocki,,,,,,,,,,,,,Least Concern,Vespadelus baverstocki,,Present,,,,,,,,,,,,,,,
59266,Vespadelus caurinus,Northern Cave Bat,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,mammals,,,,,,,,,,,,,,,,,Least Concern,Vespadelus caurinus,,,,,,,,,,,,,,,,,
59702,Vespadelus darlingtoni,Large Forest Bat,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,mammals,,,,,,,,,,,,,,,,,Least Concern,Vespadelus darlingtoni,,,,,,,,,,,,,,,,,
59267,Vespadelus douglasorum,"Yellow-lipped Cave Bat, Yellow-lipped Eptesicus",,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,mammals,,,,,,,,,,,,,,,,,Least Concern,Vespadelus douglasorum,,,,,,,,,,,,,,,,,
59268,Vespadelus finlaysoni,Finlayson's Cave Bat,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,mammals,,,,,,,,,,,,,,,,,Least Concern,Vespadelus finlaysoni,,,,,,,,,,,,,,,,,
59565,Vespadelus pumilus,"Eastern Forest Bat, Little Cave Eptesicus",,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,mammals,,,,,,,,,,,,,,,,,Least Concern,Vespadelus pumilus,,,,,,,,,,,,,,,,,
59269,Vespadelus regulus,"Southern Forest Bat, King River Eptesicus",,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,mammals,,,,,,,,,,,,,,,,,Least Concern,Vespadelus regulus,,,,,,,,,,,,,,,,,
59270,Vespadelus troughtoni,Eastern Cave Bat,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,mammals,,,Vulnerable,Vespadelus troughtoni,,,,,,,,,,,,,Least Concern,Vespadelus troughtoni,,Present,,,,,,,,,,,,,,,
59271,Vespadelus vulturnus,"Little Forest  Bat, Little Forest Eptesicus",,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,mammals,,,,,,,,,,,,,,,,,Least Concern,Vespadelus vulturnus,,,,,,,,,,,,,,,,,
9065,Vicia sativa subsp. cordata,Common Vetch,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Vicia sativa subsp. cordata,,,,,,,,,,,,,,,,,
7937,Vicia sativa subsp. nigra,"Common Vetch, Narrow-leaved Vetch",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Vicia sativa subsp. nigra,,,,,,,,,,,,,,,,,
