Scientific Name,Common Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,ACI,CKI,CI,CSI,JBT,NFI,HMI,AAT,CMA,Listed SPRAT TaxonID,Kingdom,Class,Family,Genus,Species
Grevillea wilkinsonii,Tumut Grevillea,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56396,Plantae,Magnoliopsida,Proteaceae,Grevillea,wilkinsonii
Alloxylon flammeum,"Red Silky Oak, Queensland Waratah, Tree Waratah",Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56400,Plantae,Magnoliopsida,Proteaceae,Alloxylon,flammeum
Eucalyptus pruiniramis,"Midlands Gum, Jingymia Gum",Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56403,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,pruiniramis
Eucalyptus recta,Silver Mallet,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56430,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,recta
Westringia kydrensis,Na,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56456,Plantae,Magnoliopsida,Lamiaceae,Westringia,kydrensis
Boronia galbraithiae,"Aniseed Boronia, Galbraith's Boronia",Vulnerable,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56484,Plantae,Magnoliopsida,Rutaceae,Boronia,galbraithiae
Callistemon forresterae,Forrester's Bottlebrush,Vulnerable,Na,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56501,Plantae,Magnoliopsida,Myrtaceae,Callistemon,forresterae
Pterostylis basaltica,Basalt Greenhood,Endangered,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56506,Plantae,Liliopsida,Orchidaceae,Pterostylis,basaltica
Pterostylis cheraphila,Floodplain Rustyhood,Vulnerable,Na,Na,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56508,Plantae,Liliopsida,Orchidaceae,Pterostylis,cheraphila
Pterostylis chlorogramma,GreenNastriped Greenhood,Vulnerable,Na,Na,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56510,Plantae,Liliopsida,Orchidaceae,Pterostylis,chlorogramma
Thomasia glabripetala,Sandplain Thomasia,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56547,Plantae,Magnoliopsida,Sterculiaceae,Thomasia,glabripetala
Melicytus latifolius,Norfolk Island Mahoe,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,56677,Plantae,Magnoliopsida,Violaceae,Melicytus,latifolius
Melicytus ramiflorus subsp. oblongifolius,"Whiteywood, a tree",Vulnerable,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,56680,Plantae,Magnoliopsida,Violaceae,Melicytus,ramiflorus
Daviesia bursarioides,Three Springs Daviesia,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56696,Plantae,Magnoliopsida,Fabaceae,Daviesia,bursarioides
Daviesia speciosa,Beautiful Daviesia,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56698,Plantae,Magnoliopsida,Fabaceae,Daviesia,speciosa
Pultenaea parrisiae,Na,Vulnerable,Na,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56699,Plantae,Magnoliopsida,Fabaceae,Pultenaea,parrisiae
Acacia leptalea,Chinocup Wattle,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56701,Plantae,Magnoliopsida,Fabaceae,Acacia,leptalea
Eremophila subteretifolia,Lake King Eremophila,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56702,Plantae,Magnoliopsida,Myoporaceae,Eremophila,subteretifolia
Darwinia ferricola,Scott River Darwinia,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56706,Plantae,Magnoliopsida,Myrtaceae,Darwinia,ferricola
Eucalyptus dolorosa,"Dandaragan Mallee, Mount Misery Mallee",Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56709,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,dolorosa
Eucalyptus impensa,Eneabba Mallee,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56711,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,impensa
Eucalyptus leprophloia,"Scaly Butt Mallee, ScalyNabutt Mallee",Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56712,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,leprophloia
Syzygium velarum,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56714,Plantae,Magnoliopsida,Myrtaceae,Syzygium,velarum
Caladenia christineae,Christine's Spider Orchid,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56716,Plantae,Liliopsida,Orchidaceae,Caladenia,christineae
Caladenia excelsa,Giant SpiderNaorchid,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56717,Plantae,Liliopsida,Orchidaceae,Caladenia,excelsa
Caladenia hoffmanii,Hoffman's SpiderNaorchid,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56719,Plantae,Liliopsida,Orchidaceae,Caladenia,hoffmanii
Lambertia echinata subsp. echinata,Prickly Honeysuckle,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56729,Plantae,Magnoliopsida,Proteaceae,Lambertia,echinata
Zieria citriodora,LemonNascented Zieria,Vulnerable,Na,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56731,Plantae,Magnoliopsida,Rutaceae,Zieria,citriodora
Zieria covenyi,Coveny's Zieria,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56732,Plantae,Magnoliopsida,Rutaceae,Zieria,covenyi
Zieria formosa,Shapely Zieria,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56733,Plantae,Magnoliopsida,Rutaceae,Zieria,formosa
Zieria ingramii,Ingram's Zieria,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56734,Plantae,Magnoliopsida,Rutaceae,Zieria,ingramii
Zieria parrisiae,Parris's Zieria,Critically Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56735,Plantae,Magnoliopsida,Rutaceae,Zieria,parrisiae
Zieria tuberculata,Warty Zieria,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56736,Plantae,Magnoliopsida,Rutaceae,Zieria,tuberculata
Daviesia pseudaphylla,Stirling Range Daviesia,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56747,Plantae,Magnoliopsida,Fabaceae,Daviesia,pseudaphylla
Eremophila prostrata,Rainbow Valley Fuchsia Bush,Vulnerable,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56749,Plantae,Magnoliopsida,Scrophulariaceae,Eremophila,prostrata
Drakaea micrantha,Dwarf HammerNaorchid,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56755,Plantae,Liliopsida,Orchidaceae,Drakaea,micrantha
Zieria buxijugum,Box Range Zieria,Critically Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56757,Plantae,Magnoliopsida,Rutaceae,Zieria,buxijugum
Zieria obovata,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56758,Plantae,Magnoliopsida,Rutaceae,Zieria,obovata
Zieria verrucosa,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56761,Plantae,Magnoliopsida,Rutaceae,Zieria,verrucosa
Daviesia microcarpa,Norseman Pea,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56766,Plantae,Magnoliopsida,Fabaceae,Daviesia,microcarpa
Acacia pygmaea,Dwarf Rock Wattle,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56768,Plantae,Magnoliopsida,Fabaceae,Acacia,pygmaea
Eucalyptus articulata,Ponton Creek Mallee,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56772,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,articulata
Eucalyptus cuprea,Mallee Box,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56773,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,cuprea
Caladenia elegans,Elegant SpiderNaorchid,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56775,Plantae,Liliopsida,Orchidaceae,Caladenia,elegans
Caladenia viridescens,Dunsborough SpiderNaorchid,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56776,Plantae,Liliopsida,Orchidaceae,Caladenia,viridescens
Drakaea concolor,Kneeling HammerNaorchid,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56777,Plantae,Liliopsida,Orchidaceae,Drakaea,concolor
Drakaea confluens,Late HammerNaorchid,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56778,Plantae,Liliopsida,Orchidaceae,Drakaea,confluens
Asterolasia elegans,Na,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56780,Plantae,Magnoliopsida,Rutaceae,Asterolasia,elegans
Zieria baeuerlenii,"Bomaderry Zieria, Bomaderry Creek Zieria",Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56781,Plantae,Magnoliopsida,Rutaceae,Zieria,baeuerlenii
Zieria prostrata,Headland Zieria,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56782,Plantae,Magnoliopsida,Rutaceae,Zieria,prostrata
Daviesia megacalyx,LongNasepalled Daviesia,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56785,Plantae,Magnoliopsida,Fabaceae,Daviesia,megacalyx
Caladenia harringtoniae,"Harrington's SpiderNaorchid, Pink SpiderNaorchid",Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56786,Plantae,Liliopsida,Orchidaceae,Caladenia,harringtoniae
Galaxiella pusilla,"Eastern Dwarf Galaxias, Dwarf Galaxias",Vulnerable,Na,Na,Na,Na,Yes,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56790,Animalia,Actinopterygii,Galaxiidae,Galaxiella,pusilla
Craterocephalus fluviatilis,Murray Hardyhead,Endangered,Na,Yes,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56791,Animalia,Actinopterygii,Atherinidae,Craterocephalus,fluviatilis
Scaturiginichthys vermeilipinnis,"Redfin Blue Eye, Redfin BlueNaeye",Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56792,Animalia,Actinopterygii,Pseudomugilidae,Scaturiginichthys,vermeilipinnis
Crinia sloanei,Sloane's Froglet,Endangered,Na,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,59151,Animalia,Amphibia,Myobatrachidae,Crinia,sloanei
Eulamprus leuraensis,Blue Mountains Water Skink,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,59199,Animalia,Reptilia,Scincidae,Eulamprus,leuraensis
Christinus guentheri,"Lord Howe Island Gecko, Lord Howe Island Southern Gecko ",Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,59250,Animalia,Reptilia,Gekkonidae,Christinus,guentheri
Furina dunmalli,Dunmall's Snake,Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,59254,Animalia,Reptilia,Elapidae,Furina,dunmalli
Natator depressus,Flatback Turtle,Vulnerable,Na,Yes,Yes,Yes,Na,Na,Na,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Na,Na,Yes,59257,Animalia,Reptilia,Cheloniidae,Natator,depressus
Petrogale coenensis,Cape York RockNawallaby,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,59278,Animalia,Mammalia,Macropodidae,Petrogale,coenensis
Petrogale sharmani,"Mount Claro Rock Wallaby, Sharman's Rock Wallaby",Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,59281,Animalia,Mammalia,Macropodidae,Petrogale,sharmani
Turnix olivii,BuffNabreasted ButtonNaquail,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,59293,Animalia,Aves,Turnicidae,Turnix,olivii
Papasula abbotti,Abbott's Booby,Endangered,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Yes,59297,Animalia,Aves,Sulidae,Papasula,abbotti
Pezoporus occidentalis,Night Parrot,Endangered,Na,Yes,Yes,Yes,Yes,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,59350,Animalia,Aves,Psittacidae,Pezoporus,occidentalis
Acanthiza pusilla archibaldi,"King Island Brown Thornbill, Brown Thornbill (King Island)",Endangered,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,59430,Animalia,Aves,Acanthizidae,Acanthiza,pusilla
Stipiturus mallee,Mallee EmuNawren,Endangered,Na,Yes,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,59459,Animalia,Aves,Maluridae,Stipiturus,mallee
Calyptorhynchus latirostris,"Carnaby's Cockatoo,  ShortNabilled BlackNaCockatoo",Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,59523,Animalia,Aves,Cacatuidae,Calyptorhynchus,latirostris
Nangura spinosa,Nangur Spiny Skink,Critically Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,59550,Animalia,Reptilia,Scincidae,Nangura,spinosa
Polytelis anthopeplus monarchoides,Regent Parrot (eastern),Vulnerable,Na,Yes,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,59612,Animalia,Aves,Psittacidae,Polytelis,anthopeplus
Coeranoscincus reticulatus,ThreeNatoed SnakeNatooth Skink,Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,59628,Animalia,Reptilia,Scincidae,Coeranoscincus,reticulatus
Cyclopsitta diophthalma coxeni,Coxen's FigNaParrot,Endangered,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,59714,Animalia,Aves,Psittacidae,Cyclopsitta,diophthalma
Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",Vulnerable,Na,Na,Yes,Yes,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Yes,60756,Animalia,Chondrichthyes,Pristidae,Pristis,pristis
Acacia purpureopetala,PurpleNaflowered Wattle,Critically Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,61156,Plantae,Magnoliopsida,Fabaceae,Acacia,purpureopetala
Grevillea humifusa,Spreading Grevillea,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,61182,Plantae,Magnoliopsida,Proteaceae,Grevillea,humifusa
Typhonium jonesii,a herb,Endangered,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,62412,Plantae,Liliopsida,Araceae,Typhonium,jonesii
Schoenia filifolia subsp. subulifolia,Mingenew Everlasting,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,63904,Plantae,Magnoliopsida,Asteraceae,Schoenia,filifolia
Corymbia rhodops,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,64015,Plantae,Magnoliopsida,Myrtaceae,Corymbia,rhodops
Corymbia xanthope,Glen Geddes Bloodwood,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,64021,Plantae,Magnoliopsida,Myrtaceae,Corymbia,xanthope
Corymbia clandestina,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,64072,Plantae,Magnoliopsida,Myrtaceae,Corymbia,clandestina
Corymbia leptoloma,Yellowjacket,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,64101,Plantae,Magnoliopsida,Myrtaceae,Corymbia,leptoloma
Eucalyptus paludicola,"Mount Compass Swamp Gum, Fleurieu Swamp Gum, Marsh Gum",Endangered,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,64276,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,paludicola
Eucalyptus alligatrix subsp. limaensis,Lima Stringybark,Endangered,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,64340,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,alligatrix
Eucalyptus alligatrix subsp. miscella,a stringybark,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,64341,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,alligatrix
Pipistrellus murrayi,Christmas Island Pipistrelle,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,64383,Animalia,Mammalia,Vespertilionidae,Pipistrellus,murrayi
Cophixalus monticola,MountainNatop NurseryNafrog,Critically Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,64384,Animalia,Amphibia,Microhylidae,Cophixalus,monticola
Pseudophryne covacevichae,Magnificent Brood Frog,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,64385,Animalia,Amphibia,Myobatrachidae,Pseudophryne,covacevichae
Elusor macrurus,"Mary River Turtle, Mary River Tortoise",Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,64389,Animalia,Reptilia,Chelidae,Elusor,macrurus
Diomedea amsterdamensis,Amsterdam Albatross,Endangered,Na,Yes,Na,Na,Yes,Yes,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Yes,64405,Animalia,Aves,Diomedeidae,Diomedea,amsterdamensis
Astacopsis gouldi,"Giant Freshwater Crayfish, Tasmanian Giant Freshwater Lobster",Vulnerable,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,64415,Animalia,Malacostraca,Parastacidae,Astacopsis,gouldi
Brachionichthys hirsutus,Spotted Handfish,Critically Endangered,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,64418,Animalia,Actinopterygii,Brachionichthyidae,Brachionichthys,hirsutus
Megascolides australis,Giant Gippsland Earthworm,Vulnerable,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,64420,Animalia,Oligochaeta,Megascolecidae,Megascolides,australis
Aquila audax fleayi,"Tasmanian WedgeNatailed Eagle, WedgeNatailed Eagle (Tasmanian)",Endangered,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,64435,Animalia,Aves,Accipitridae,Aquila,audax
Calyptorhynchus lathami halmaturinus,"Glossy BlackNaCockatoo (Kangaroo Island), Glossy BlackNaCockatoo (South Australian)",Endangered,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,64436,Animalia,Aves,Cacatuidae,Calyptorhynchus,lathami
Dromaius novaehollandiae diemenensis,"Tasmanian Emu, Emu (Tasmanian)",Extinct,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,64437,Animalia,Aves,Dromaiidae,Dromaius,novaehollandiae
Fregetta grallaria grallaria,"WhiteNabellied StormNaPetrel (Tasman Sea), WhiteNabellied StormNaPetrel (Australasian)",Vulnerable,Na,Yes,Na,Yes,Na,Yes,Yes,Na,Na,Na,Na,Yes,Yes,Yes,Yes,Yes,Yes,64438,Animalia,Aves,Hydrobatidae,Fregetta,grallaria
Geophaps scripta scripta,Squatter Pigeon (southern),Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,64440,Animalia,Aves,Columbidae,Geophaps,scripta
Geophaps smithii smithii,Partridge Pigeon (eastern),Vulnerable,Na,Na,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,64441,Animalia,Aves,Columbidae,Geophaps,smithii
Malurus coronatus coronatus,PurpleNacrowned FairyNawren (western),Endangered,Na,Na,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,64442,Animalia,Aves,Maluridae,Malurus,coronatus
Neochmia phaeton evangelinae,Crimson Finch (whiteNabellied),Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,64443,Animalia,Aves,Passeridae,Neochmia,phaeton
Pachycephala pectoralis xanthoprocta,Golden Whistler (Norfolk Island),Vulnerable,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,64444,Animalia,Aves,Pachycephalidae,Pachycephala,pectoralis
Pachyptila turtur subantarctica,Fairy Prion (southern),Vulnerable,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,64445,Animalia,Aves,Procellariidae,Pachyptila,turtur
Poephila cincta cincta,Southern BlackNathroated Finch,Endangered,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,64447,Animalia,Aves,Passeridae,Poephila,cincta
Psophodes nigrogularis nigrogularis,Western Heath Whipbird ,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,64449,Animalia,Aves,Psophodidae,Psophodes,nigrogularis
Pterodroma neglecta neglecta,Kermadec Petrel (western),Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Yes,Yes,Yes,Na,Na,Yes,64450,Animalia,Aves,Procellariidae,Pterodroma,neglecta
Sterna vittata bethunei,"New Zealand Antarctic Tern, Antarctic Tern (New Zealand)",Endangered,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,64451,Animalia,Aves,Laridae,Sterna,vittata
Sterna vittata vittata,Antarctic Tern (Indian Ocean),Vulnerable,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Yes,Yes,64452,Animalia,Aves,Laridae,Sterna,vittata
Amytornis textilis myall,Western Grasswren (Gawler Ranges),Vulnerable,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,64454,Animalia,Aves,Maluridae,Amytornis,textilis
Diomedea sanfordi,Northern Royal Albatross,Endangered,Na,Yes,Na,Yes,Yes,Yes,Yes,Yes,Na,Na,Na,Na,Yes,Yes,Yes,Yes,Yes,64456,Animalia,Aves,Diomedeidae,Diomedea,sanfordi
Thalassarche eremita,Chatham Albatross,Endangered,Na,Yes,Na,Yes,Na,Yes,Yes,Na,Na,Na,Na,Yes,Yes,Yes,Na,Na,Yes,64457,Animalia,Aves,Diomedeidae,Thalassarche,eremita
Diomedea antipodensis,Antipodean Albatross,Vulnerable,Na,Yes,Na,Yes,Yes,Yes,Yes,Yes,Na,Na,Na,Na,Yes,Yes,Na,Na,Yes,64458,Animalia,Aves,Diomedeidae,Diomedea,antipodensis
Thalassarche impavida,"Campbell Albatross, Campbell BlackNabrowed Albatross",Vulnerable,Na,Yes,Na,Yes,Yes,Yes,Yes,Yes,Na,Na,Na,Na,Yes,Yes,Na,Yes,Yes,64459,Animalia,Aves,Diomedeidae,Thalassarche,impavida
Thalassarche bulleri,"Buller's Albatross, Pacific Albatross",Vulnerable,Na,Yes,Na,Yes,Yes,Yes,Yes,Na,Na,Na,Na,Yes,Yes,Yes,Na,Na,Yes,64460,Animalia,Aves,Diomedeidae,Thalassarche,bulleri
Thalassarche steadi,WhiteNacapped Albatross,Vulnerable,Na,Yes,Na,Yes,Yes,Yes,Yes,Yes,Na,Na,Na,Yes,Yes,Yes,Yes,Yes,Yes,64462,Animalia,Aves,Diomedeidae,Thalassarche,steadi
Thalassarche salvini,Salvin's Albatross,Vulnerable,Na,Yes,Na,Yes,Yes,Yes,Yes,Na,Na,Na,Na,Na,Yes,Yes,Na,Na,Yes,64463,Animalia,Aves,Diomedeidae,Thalassarche,salvini
