Scientific Name,Common Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,ACI,CKI,CI,CSI,JBT,NFI,HMI,AAT,CMA,Listed SPRAT TaxonID,Kingdom,Class,Family,Genus,Species
Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.),"Masked Eyebright, Masked Cliff Eyebright",Endangered,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82044,Plantae,Magnoliopsida,Scrophulariaceae,Euphrasia,sp. Bivouac Bay (W.R.Barker 7626 et al.)
Melichrus sp. Newfoundland State Forest (P.Gilmour 7852),Hairy Melichrus,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82048,Plantae,Magnoliopsida,Epacridaceae,Melichrus,sp. Newfoundland State Forest (P.Gilmour 7852)
Phaleria biflora,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82049,Plantae,Magnoliopsida,Thymelaeaceae,Phaleria,biflora
Prostanthera albohirta,Na,Critically Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82052,Plantae,Magnoliopsida,Lamiaceae,Prostanthera,albohirta
Litoria myola,Kuranda Tree Frog,Critically Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82063,Animalia,Amphibia,Hylidae,Litoria,myola
Micropathus kiernani,"Francistown Cave Cricket, Southern sandstone cave cricket",Critically Endangered,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82084,Animalia,Insecta,Rhaphidophoridae,Micropathus,kiernani
Diomedea antipodensis gibsoni,Gibson's Albatross,Vulnerable,Na,Yes,Na,Yes,Yes,Yes,Yes,Yes,Na,Na,Na,Yes,Yes,Yes,Yes,Na,Yes,82270,Animalia,Aves,Diomedeidae,Diomedea,antipodensis
Thalassarche bulleri platei,"Northern Buller's Albatross, Pacific Albatross",Vulnerable,Na,Yes,Na,Na,Yes,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,82273,Animalia,Aves,Diomedeidae,Thalassarche,bulleri
Eucalyptus sp. Howes Swamp Creek (M.Doherty 26),Na,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82281,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,sp. Howes Swamp Creek (M.Doherty 26)
Notechis scutatus ater,Krefft's Tiger Snake (Flinders Ranges),Vulnerable,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82287,Animalia,Reptilia,Elapidae,Notechis,scutatus
Acanthornis magna greeniana,"King Island Scrubtit, Scrubtit (King Island)",Critically Endangered,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82329,Animalia,Aves,Pardalotidae,Acanthornis,magna
Anthochaera phrygia,Regent Honeyeater,Critically Endangered,Yes,Yes,Na,Yes,Yes,Na,Yes,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,82338,Animalia,Aves,Meliphagidae,Anthochaera,phrygia
Taeniophyllum norfolkianum,"Minute Orchid, RibbonNaroot Orchid",Vulnerable,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,82347,Plantae,Liliopsida,Orchidaceae,Taeniophyllum,norfolkianum
Caladenia cremna,Don's Spider Orchid,Critically Endangered,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82403,Plantae,Liliopsida,Orchidaceae,Caladenia,cremna
Accipiter hiogaster natalis,Christmas Island Goshawk,Endangered,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,82408,Animalia,Aves,Accipitridae,Accipiter,hiogaster
Lewinia pectoralis clelandi,"Western Australian Lewin's Rail, Lewin's Rail (western)",Extinct,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82446,Animalia,Aves,Rallidae,Lewinia,pectoralis
Turnix varius scintillans,Painted ButtonNaquail (Houtman Abrolhos),Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82451,Animalia,Aves,Turnicidae,Turnix,varius
Glyphis glyphis,Speartooth Shark,Critically Endangered,Na,Na,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,82453,Animalia,Chondrichthyes,Carcharhinidae,Glyphis,glyphis
Glyphis garricki,"Northern River Shark, New Guinea River Shark",Endangered,Na,Na,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Yes,82454,Animalia,Chondrichthyes,Carcharhinidae,Glyphis,garricki
Chamelaucium sp. Cataby (G.J.Keighery 11009),Griffin's Waxflower,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82509,Plantae,Magnoliopsida,Myrtaceae,Chamelaucium,sp. Cataby (G.J.Keighery 11009)
Isopogon robustus,Robust Coneflower,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82646,Plantae,Magnoliopsida,Proteaceae,Isopogon,robustus
Tecticornia flabelliformis,Bead Glasswort,Vulnerable,Na,Na,Na,Na,Yes,Na,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82664,Plantae,Magnoliopsida,Chenopodiaceae,Tecticornia,flabelliformis
Jacksonia velveta,Collie Jacksonia,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82671,Plantae,Magnoliopsida,Fabaceae,Jacksonia,velveta
Engaewa pseudoreducta,Margaret River Burrowing Crayfish,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82674,Animalia,Malacostraca,Parastacidae,Engaewa,pseudoreducta
Engaewa reducta,Dunsborough Burrowing Crayfish,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82675,Animalia,Malacostraca,Parastacidae,Engaewa,reducta
Engaewa walpolea,Walpole Burrowing Crayfish,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82676,Animalia,Malacostraca,Parastacidae,Engaewa,walpolea
Prasophyllum atratum,Three Hummock LeekNaorchid,Critically Endangered,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82677,Plantae,Liliopsida,Orchidaceae,Prasophyllum,atratum
Prasophyllum limnetes,Marsh LeekNaorchid,Critically Endangered,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82678,Plantae,Liliopsida,Orchidaceae,Prasophyllum,limnetes
Centrophorus zeehaani,"Southern Dogfish, Endeavour Dogfish, Little Gulper Shark",Conservation Dependent,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,82679,Animalia,Chondrichthyes,Squalidae,Centrophorus,zeehaani
Guichenotia seorsiflora,Na,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82693,Plantae,Magnoliopsida,Sterculiaceae,Guichenotia,seorsiflora
Hibbertia priceana,Na,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82694,Plantae,Magnoliopsida,Dilleniaceae,Hibbertia,priceana
Banksia montana,Stirling Range Dryandra,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82696,Plantae,Magnoliopsida,Proteaceae,Banksia,montana
Pterostylis X aenigma,Enigmatic Greenhood,Endangered,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82697,Plantae,Liliopsida,Orchidaceae,Pterostylis,X aenigma
Tecticornia bulbosa,LargeNaarticled Samphire,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82741,Plantae,Magnoliopsida,Chenopodiaceae,Tecticornia,bulbosa
Banksia anatona,Cactus Dryandra,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82758,Plantae,Magnoliopsida,Proteaceae,Banksia,anatona
Banksia pseudoplumosa,False PlumedNaBanksia,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82760,Plantae,Magnoliopsida,Proteaceae,Banksia,pseudoplumosa
Banksia aurantia,Orange Dryandra,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82763,Plantae,Magnoliopsida,Proteaceae,Banksia,aurantia
Banksia ionthocarpa,Kamballup Dryandra,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82764,Plantae,Magnoliopsida,Proteaceae,Banksia,ionthocarpa
Banksia mimica,Summer Honeypot,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82765,Plantae,Magnoliopsida,Proteaceae,Banksia,mimica
Banksia nivea subsp. uliginosa,Swamp Honeypot,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82766,Plantae,Magnoliopsida,Proteaceae,Banksia,nivea
Banksia serratuloides subsp. perissa,Northern Serrate Dryandra,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82767,Plantae,Magnoliopsida,Proteaceae,Banksia,serratuloides
Banksia serratuloides subsp. serratuloides,Southern Serrate Dryandra,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82768,Plantae,Magnoliopsida,Proteaceae,Banksia,serratuloides
Banksia squarrosa subsp. argillacea,Whicher Range Dryandra,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82769,Plantae,Magnoliopsida,Proteaceae,Banksia,squarrosa
Cyclophyllum costatum,a shrub,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82770,Plantae,Magnoliopsida,Rubiaceae,Cyclophyllum,costatum
Tropilis callitrophilis,Thin Feather Orchid,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82771,Plantae,Liliopsida,Orchidaceae,Tropilis,callitrophilis
Polianthion minutiflorum,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82772,Plantae,Magnoliopsida,Rhamnaceae,Polianthion,minutiflorum
Rhinonicteris aurantia (Pilbara form),Pilbara LeafNanosed Bat,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82790,Animalia,Mammalia,Rhinonycteridae,Rhinonicteris,aurantia (Pilbara form)
Caladenia intuta,Ghost SpiderNaorchid,Critically Endangered,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82821,Plantae,Liliopsida,Orchidaceae,Caladenia,intuta
Epacris graniticola,"Mt Cameron Heath, Granite Heath",Critically Endangered,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82822,Plantae,Magnoliopsida,Epacridaceae,Epacris,graniticola
Veronica derwentiana subsp. homalodonta,Mount Lofty Speedwell,Critically Endangered,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82836,Plantae,Magnoliopsida,Plantaginaceae,Veronica,derwentiana
Rhinerrhizopsis matutina,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82846,Plantae,Liliopsida,Orchidaceae,Rhinerrhizopsis,matutina
Gudeoconcha sophiae magnifica,Magnificent Helicarionid Land Snail,Critically Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82864,Animalia,Gastropoda,Helicarionidae,Gudeoconcha,sophiae
Ricinocarpos brevis,Na,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82879,Plantae,Magnoliopsida,Euphorbiaceae,Ricinocarpos,brevis
Synaphea sp. Pinjarra (R. Davis 6578),ClubNaleafed Synaphea,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82880,Plantae,Magnoliopsida,Proteaceae,Synaphea,sp. Pinjarra (R. Davis 6578)
Synaphea sp. Fairbridge Farm (D. Papenfus 696),Selena's Synaphea,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,82881,Plantae,Magnoliopsida,Proteaceae,Synaphea,sp. Fairbridge Farm (D. Papenfus 696)
Callistemon wimmerensis,Wimmera Bottlebrush,Critically Endangered,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82943,Plantae,Magnoliopsida,Myrtaceae,Callistemon,wimmerensis
Corunastylis littoralis,Tuncurry Midge Orchid,Critically Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82945,Plantae,Liliopsida,Orchidaceae,Corunastylis,littoralis
Sternula nereis nereis,Australian Fairy Tern,Vulnerable,Na,Yes,Na,Na,Yes,Yes,Yes,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Yes,82950,Animalia,Aves,Laridae,Sternula,nereis
Hyridella glenelgensis,Glenelg Freshwater Mussel,Critically Endangered,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82953,Animalia,Bivalvia,Hyriidae,Hyridella,glenelgensis
Phascogale pirata,Northern BrushNatailed Phascogale,Vulnerable,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82954,Animalia,Mammalia,Dasyuridae,Phascogale,pirata
Lucasium occultum,"YellowNasnouted Gecko, YellowNasnouted Ground Gecko",Endangered,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,82993,Animalia,Reptilia,Diplodactylidae,Lucasium,occultum
Leucopogon spectabilis,Ironstone BeardNaheath,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,83012,Plantae,Magnoliopsida,Epacridaceae,Leucopogon,spectabilis
Banksia fuscobractea,DarkNabract Banksia,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,83059,Plantae,Magnoliopsida,Proteaceae,Banksia,fuscobractea
Hypolimnus pedderensis,Lake Pedder Earthworm,Extinct,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83060,Animalia,Oligochaeta,Megascolecidae,Hypolimnus,pedderensis
Liopholis guthega,Guthega Skink,Endangered,Na,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83079,Animalia,Reptilia,Scincidae,Liopholis,guthega
Antechinus minimus maritimus,Swamp Antechinus (mainland),Vulnerable,Na,Na,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83086,Animalia,Mammalia,Dasyuridae,Antechinus,minimus
Elaeocarpus sedentarius,Minyon Quandong,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83093,Plantae,Magnoliopsida,Elaeocarpaceae,Elaeocarpus,sedentarius
Zieria bifida,Na,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83095,Plantae,Magnoliopsida,Rutaceae,Zieria,bifida
Sannantha crenulata,FernNaleaf Baeckea,Vulnerable,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83096,Plantae,Magnoliopsida,Myrtaceae,Sannantha,crenulata
Cryptoblepharus gurrmul,Arafura SnakeNaeyed Skink,Endangered,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83106,Animalia,Reptilia,Scincidae,Cryptoblepharus,gurrmul
Euastacus dharawalus,Fitzroy Falls Spiny Crayfish,Critically Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83143,Animalia,Malacostraca,Parastacidae,Euastacus,dharawalus
Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji",Vulnerable,Na,Na,Yes,Na,Yes,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,83160,Animalia,Reptilia,Scincidae,Liopholis,kintorei
Bellatorias obiri,Arnhem Land Egernia,Endangered,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83161,Animalia,Reptilia,Scincidae,Bellatorias,obiri
Liopholis pulchra longicauda,"Jurien Bay Skink, Jurien Bay RockNaskink",Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,83162,Animalia,Reptilia,Scincidae,Liopholis,pulchra
Liopholis slateri slateri,"Slater's Skink, Floodplain Skink",Endangered,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83163,Animalia,Reptilia,Scincidae,Liopholis,slateri
Darwinia foetida,Muchea Bell,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,83190,Plantae,Magnoliopsida,Myrtaceae,Darwinia,foetida
Darwinia nubigena,"Success Bell, Red Mountain Bell",Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,83191,Plantae,Magnoliopsida,Myrtaceae,Darwinia,nubigena
Darwinia polychroma,Harlequin Bell,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,83192,Plantae,Magnoliopsida,Myrtaceae,Darwinia,polychroma
Darwinia whicherensis,Abba Bell,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,83193,Plantae,Magnoliopsida,Myrtaceae,Darwinia,whicherensis
Kardomia granitica,a shrub,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83201,Plantae,Magnoliopsida,Myrtaceae,Kardomia,granitica
Sannantha tozerensis,a shrub,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83204,Plantae,Magnoliopsida,Myrtaceae,Sannantha,tozerensis
Veronica ciliolata,Ciliolate Hebe,Vulnerable,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83205,Plantae,Magnoliopsida,Scrophulariaceae,Veronica,ciliolata
Lysiosepalum abollatum,Woolly Lysiosepalum,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,83216,Plantae,Magnoliopsida,Sterculiaceae,Lysiosepalum,abollatum
Tetratheca nephelioides,Na,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,83217,Plantae,Magnoliopsida,Tremandraceae,Tetratheca,nephelioides
Boehmeria australis subsp. australis,"Tree Nettle, Nettletree",Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,83309,Plantae,Magnoliopsida,Urticaceae,Boehmeria,australis
Nyctophilus corbeni,"Corben's LongNaeared Bat, SouthNaeastern LongNaeared Bat",Vulnerable,Na,Yes,Na,Yes,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83395,Animalia,Mammalia,Vespertilionidae,Nyctophilus,corbeni
Caladenia orientalis,Eastern Spider Orchid,Endangered,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83410,Plantae,Liliopsida,Orchidaceae,Caladenia,orientalis
Zearaja maugeana,"Maugean Skate, Port Davey Skate",Endangered,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83504,Animalia,Chondrichthyes,Rajidae,Zearaja,maugeana
Ctenopterella blechnoides,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83505,Plantae,Polypodiatae,Grammitidaceae,Ctenopterella,blechnoides
Tomophyllum walleri,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83507,Plantae,Polypodiatae,Grammitidaceae,Tomophyllum,walleri
Oreogrammitis reinwardtii,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83552,Plantae,Polypodiatae,Grammitidaceae,Oreogrammitis,reinwardtii
Vrydagzynea grayi,Tonsil Orchid,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83575,Plantae,Liliopsida,Orchidaceae,Vrydagzynea,grayi
Prasophyllum innubum,Brandy Marys LeekNaorchid,Critically Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83603,Plantae,Liliopsida,Orchidaceae,Prasophyllum,innubum
Prasophyllum keltonii,Kelton's LeekNaorchid,Critically Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83604,Plantae,Liliopsida,Orchidaceae,Prasophyllum,keltonii
Thymichthys politus,Red Handfish,Critically Endangered,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,83756,Animalia,Actinopterygii,Brachionichthyidae,Thymichthys,politus
Brachiopsilus ziebelli,"Ziebell's Handfish, Waterfall Bay Handfish",Vulnerable,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,83757,Animalia,Actinopterygii,Brachionichthyidae,Brachiopsilus,ziebelli
Maccullochella mariensis,Mary River Cod,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83806,Animalia,Actinopterygii,Percichthyidae,Maccullochella,mariensis
Correa eburnea,Deep Creek Correa,Endangered,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83820,Plantae,Magnoliopsida,Rutaceae,Correa,eburnea
Acanthophis hawkei,Plains Death Adder,Vulnerable,Na,Na,Yes,Yes,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,83821,Animalia,Reptilia,Elapidae,Acanthophis,hawkei
Adclarkia dulacca,Dulacca Woodland Snail,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83885,Animalia,Gastropoda,Camaenidae,Adclarkia,dulacca
Adclarkia cameroni,Brigalow Woodland Snail,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83886,Animalia,Gastropoda,Camaenidae,Adclarkia,cameroni
Myrsine richmondensis,"PurpleNaleaf Muttonwood, Lismore Muttonwood",Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83888,Plantae,Magnoliopsida,Primulaceae,Myrsine,richmondensis
Myrsine ralstoniae,Beech,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,83889,Plantae,Magnoliopsida,Primulaceae,Myrsine,ralstoniae
Stiphodon semoni,Opal Cling Goby,Critically Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83909,Animalia,Actinopterygii,Gobiidae,Stiphodon,semoni
Marianthus paralius,Na,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,83925,Plantae,Magnoliopsida,Pittosporaceae,Marianthus,paralius
Patersonia spirifolia,SpiralNaleaved Patersonia,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,83927,Plantae,Liliopsida,Iridaceae,Patersonia,spirifolia
Acriopsis emarginata,Pale Chandelier Orchid,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,83928,Plantae,Liliopsida,Orchidaceae,Acriopsis,emarginata
Pelargonium sp. Striatellum (G.W.Carr 10345),Omeo Stork'sNabill,Endangered,Yes,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,84065,Plantae,Magnoliopsida,Geraniaceae,Pelargonium,sp. Striatellum (G.W.Carr 10345)
Kunzea similis subsp. similis,Na,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,84068,Plantae,Magnoliopsida,Myrtaceae,Kunzea,similis
Brachychiton sp. Ormeau (L.H.Bird AQ435851),Ormeau Bottle Tree,Critically Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,84105,Plantae,Magnoliopsida,Sterculiaceae,Brachychiton,sp. Ormeau (L.H.Bird AQ435851)
Prostanthera sp. Dunmore (D.M.Gordon 8A),Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,84115,Plantae,Magnoliopsida,Lamiaceae,Prostanthera,sp. Dunmore (D.M.Gordon 8A)
Amytornis modestus,ThickNabilled Grasswren,Vulnerable,Na,Yes,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,84121,Animalia,Aves,Maluridae,Amytornis,modestus
Trisyntopa scatophaga,Antbed Parrot Moth,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,84159,Animalia,Insecta,Oecophoridae,Trisyntopa,scatophaga
Prasophyllum bagoense,Bago LeekNaorchid,Critically Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,84276,Plantae,Liliopsida,Orchidaceae,Prasophyllum,bagoense
