,Species,Common_Name,Category,Presence_Type,Location,Kingdom,Phylum,Class,Order,Family
549,Dasyornis longirostris,Western Bristlebird,Endangered,Endemic,WA,Animalia,Chordata,Aves,Passeriformes,Pardalotidae
550,Dasyuroides byrnei,"Kowari, brushy-tailed marsupial rat, Byrne's crest-tailed marsupial rat ",Vulnerable,Present,"NT, QLD, SA",Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae
551,Dasyurus geoffroii,"Chuditch, Western Quoll",Vulnerable,Endemic,WA,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae
552,Dasyurus geoffroii,"Chuditch, Western Quoll",Vulnerable,Present,"NSW, NT, QLD, SA",Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae
553,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",Endangered,Present,"NT, QLD, WA",Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae
554,Dasyurus maculatus gracilis,"Spotted-tailed Quoll (North Queensland), Yarri ",Endangered,Endemic,QLD,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae
555,Dasyurus maculatus maculatus (SE mainland population),"Spot-tailed Quoll, Spotted-tail Quoll, Tiger Quoll (southeastern mainland population)",Endangered,Present,"ACT, NSW, QLD, SA, TER, VIC",Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae
556,Dasyurus maculatus maculatus (Tasmanian population),"Spotted-tail Quoll, Spot-tailed Quoll, Tiger Quoll (Tasmanian population)",Vulnerable,Endemic,TAS,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae
557,Dasyurus viverrinus,"Eastern Quoll, Luaner",Endangered,Present,"NSW, SA, TAS, VIC",Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae
558,Davidsonia jerseyana,Davidson's Plum,Endangered,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Cunoniaceae
559,Davidsonia johnsonii,"Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum",Endangered,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Rosales,Cunoniaceae
560,Daviesia bursarioides,Three Springs Daviesia,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
561,Daviesia cunderdin,Cunderdin Daviesia,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
562,Daviesia dielsii,Diels' Daviesia,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
563,Daviesia discolor,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
564,Daviesia elongata subsp. elongata,Long-leaved Daviesia,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
565,Daviesia euphorbioides,Wongan Cactus,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
566,Daviesia glossosema,Maroon-flowered Daviesia,Critically Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
567,Daviesia laevis,Grampians Bitter-pea,Vulnerable,Endemic,VIC,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
568,Daviesia megacalyx,Long-sepalled Daviesia,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
569,Daviesia microcarpa,Norseman Pea,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
570,Daviesia obovata,Paddle-leaf Daviesia,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
571,Daviesia ovata,Broad-leaf Daviesia,Critically Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
572,Daviesia pseudaphylla,Stirling Range Daviesia,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
573,Daviesia speciosa,Beautiful Daviesia,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
574,Decaspermum struckoilicum,,Endangered,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae
575,Delma impar,"Striped Legless Lizard, Striped Snake-lizard",Vulnerable,Present,"ACT, NSW, SA, VIC",Animalia,Chordata,Reptilia,Squamata,Pygopodidae
576,Delma mitella,"Atherton Delma, Legless Lizard",Vulnerable,Endemic,QLD,Animalia,Chordata,Reptilia,Squamata,Pygopodidae
577,Delma torquata,"Adorned Delma, Collared Delma",Vulnerable,Endemic,QLD,Animalia,Chordata,Reptilia,Squamata,Pygopodidae
578,Delma torquata,"Adorned Delma, Collared Delma",Vulnerable,Present,NSW,Animalia,Chordata,Reptilia,Squamata,Pygopodidae
579,Dendrobium antennatum,Antelope Orchid,Endangered,Endemic,QLD,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
580,Dendrobium bigibbum,Cooktown Orchid,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
581,Dendrobium brachypus,Norfolk Island Orchid,Endangered,Endemic,"AET, NI",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
582,Dendrobium johannis,Chocolate Tea Tree Orchid,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
583,Dendrobium mirbelianum,"Dark-stemmed Antler Orchid, Mangrove Orchid",Endangered,Present,QLD,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
584,Dendrobium nindii,an orchid,Endangered,Present,QLD,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
585,Denhamia parvifolia,Small-leaved Denhamia,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Celastrales,Celastraceae
586,Denisonia maculata,Ornamental Snake,Vulnerable,Endemic,QLD,Animalia,Chordata,Reptilia,Squamata,Elapidae
587,Dermochelys coriacea,"Leatherback Turtle, Leathery Turtle, Luth",Endangered,Present,"ACR, AET, CI, CKI, CSI, NI, NSW, NT, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Reptilia,Testudines,Dermochelyidae
588,Desmodium acanthocladum,Thorny Pea,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
589,Deyeuxia appressa,,Endangered,Endemic,NSW,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae
590,Deyeuxia drummondii,"Drummond's Grass, Drummond Grass",Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae
591,Deyeuxia lawrencei,,Extinct,Extinct,TAS,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae
592,Deyeuxia pungens,Narrow-leaf Bent-grass,Vulnerable,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae
593,Dianella amoena,Matted Flax-lily,Endangered,Present,"TAS, VIC",Plantae,Magnoliophyta,Liliopsida,Liliales,Phormiaceae
594,Dichanthium queenslandicum,King Blue-grass,Endangered,Endemic,QLD,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae
595,Dichanthium setosum,bluegrass,Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae
596,Didymoglossum exiguum,,Extinct,Extinct,QLD,Plantae,Polypodiophyta,Polypodiatae,Hymenophyllales,Hymenophyllaceae
597,Diomedea amsterdamensis,Amsterdam Albatross,Endangered,Present,"OCE, WA",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae
598,Diomedea antipodensis,Antipodean Albatross,Vulnerable,Present,"NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae
599,Diomedea antipodensis gibsoni,Gibson's Albatross,Vulnerable,Present,"HI, NI, NSW, OCE, QLD, TAS, TER, VIC",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae
600,Diomedea dabbenena,Tristan Albatross,Endangered,Present,"OCE, QLD, SA, WA",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae
601,Diomedea epomophora,Southern Royal Albatross,Vulnerable,Present,"ANT, HI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae
602,Diomedea exulans,Wandering Albatross,Vulnerable,Present,"AET, ANT, CSI, HI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae
603,Diomedea sanfordi,Northern Royal Albatross,Endangered,Present,"ANT, HI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae
604,Diospyros mabacea,"Red-fruited Ebony, Silky Persimmon, Ebony",Endangered,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Ebenales,Ebenaceae
605,Diplazium cordifolium,,Vulnerable,Endemic,QLD,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Athyriaceae
606,Diplazium pallidum,,Endangered,Endemic,QLD,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Athyriaceae
607,Diploglottis campbellii,Small-leaved Tamarind,Endangered,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae
608,Diplolaena andrewsii,,Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
609,Dipodium campanulatum,Bell Flower Hyacinth Orchid,Endangered,Present,"SA, VIC",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
610,Dipodium pictum,,Endangered,Endemic,QLD,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
611,Dischidia litoralis,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Asclepiadaceae
612,Diuris aequalis,Buttercup Doubletail,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
613,Diuris basaltica,"Small Golden Moths Orchid, Early Golden Moths",Endangered,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
614,Diuris bracteata,,Extinct,Extinct,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
615,Diuris drummondii,Tall Donkey Orchid,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
616,Diuris eborensis,,Endangered,Endemic,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
617,Diuris flavescens,"Pale Yellow Doubletail, Wingham Doubletail",Critically Endangered,Present,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
618,Diuris fragrantissima,"Sunshine Diuris, Fragrant Doubletail, White Diuris",Endangered,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
619,Diuris lanceolata,Snake Orchid,Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
620,Diuris micrantha,Dwarf Bee-orchid,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
621,Diuris ochroma,Pale Golden Moths,Vulnerable,Present,"NSW, VIC",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
622,Diuris pedunculata,"Small Snake Orchid, Two-leaved Golden Moths, Golden Moths, Cowslip Orchid, Snake Orchid",Endangered,Present,"ACT, NSW, QLD",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
623,Diuris praecox,Newcastle Doubletail,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
624,Diuris purdiei,Purdie's Donkey-orchid,Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
625,Diuris venosa,"Veined Doubletail, Goat Orchid, Veined Donkey-orchid",Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
626,Dodonaea procumbens,Trailing Hop-bush,Vulnerable,Present,"ACT, NSW, SA, VIC",Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae
627,Dodonaea rupicola,Velvet Hopbush,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae
628,Dodonaea subglandulifera,Peep Hill Hop-bush,Endangered,Endemic,SA,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae
629,Drakaea concolor,Kneeling Hammer-orchid,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
630,Drakaea confluens,Late Hammer-orchid,Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
631,Drakaea elastica,"Glossy-leafed Hammer Orchid, Glossy-leaved Hammer Orchid,  Warty Hammer Orchid",Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
632,Drakaea isolata,Lonely Hammer-orchid,Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
633,Drakaea micrantha,Dwarf Hammer-orchid,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
634,Dromaius ater,King Island Emu,Extinct,Extinct,TAS,Animalia,Chordata,Aves,Struthioniformes,Dromaiidae
635,Dromaius baudinianus,Kangaroo Island Emu,Extinct,Extinct,SA,Animalia,Chordata,Aves,Struthioniformes,Dromaiidae
636,Dromaius novaehollandiae diemenensis,"Tasmanian Emu, Emu (Tasmanian)",Extinct,Extinct,TAS,Animalia,Chordata,Aves,Struthioniformes,Dromaiidae
637,Drosera prolifera,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae
638,Drosera schizandra,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae
639,Drummondita ericoides,Morseby Range Drummondita,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
640,Drummondita longifolia,Peak Charles Drummondita,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
641,Dryococelus australis,"Lord Howe Island Phasmid, Land Lobster",Critically Endangered,Endemic,NSW,Animalia,Arthropoda,Insecta,Phasmatodea,Phasmatidae
642,Duma horrida subsp. abdita,Remote Thorny Lignum,Critically Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae
643,Dysoxylum bijugum,"Sharkwood, a tree",Vulnerable,Endemic,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae
644,Egernia rugosa,Yakka Skink,Vulnerable,Endemic,QLD,Animalia,Chordata,Reptilia,Squamata,Scincidae
645,Egernia rugosa,Yakka Skink,Vulnerable,Present,NSW,Animalia,Chordata,Reptilia,Squamata,Scincidae
646,Egernia stokesii badia,"Western Spiny-tailed Skink, Baudin Island Spiny-tailed Skink",Endangered,Endemic,WA,Animalia,Chordata,Reptilia,Squamata,Scincidae
647,Eidothea hardeniana,Nightcap Oak,Critically Endangered,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
648,Elaeocarpus sedentarius,Minyon Quandong,Endangered,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Elaeocarpaceae
649,Elaeocarpus williamsianus,Hairy Quandong,Endangered,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Elaeocarpaceae
650,Elatostema montanum,Mountain Procris,Critically Endangered,Endemic,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Urticales,Urticaceae
651,Eleocharis keigheryi,Keighery's Eleocharis,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae
652,Eleocharis obicis,a spike rush,Vulnerable,Present,"NSW, VIC",Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae
653,Eleocharis papillosa,Dwarf Desert Spike-rush,Vulnerable,Present,"NT, SA, WA",Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae
654,Eleocharis retroflexa,a sedge,Vulnerable,Present,"NT, QLD",Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae
655,Elseya albagula,"Southern Snapping Turtle, White-throated Snapping Turtle",Critically Endangered,Present,QLD,Animalia,Chordata,Reptilia,Testudines,Chelidae
656,Elseya lavarackorum,Gulf Snapping Turtle,Endangered,Present,"NT, QLD",Animalia,Chordata,Reptilia,Testudines,Chelidae
657,Elusor macrurus,"Mary River Turtle, Mary River Tortoise",Endangered,Endemic,QLD,Animalia,Chordata,Reptilia,Testudines,Chelidae
658,Emoia nativitatis,"Christmas Island Forest Skink, Christmas Island Whiptail-skink",Critically Endangered,Present,"AET, CI",Animalia,Chordata,Reptilia,Squamata,Scincidae
659,Endiandra cooperana,,Endangered,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae
660,Endiandra floydii,Floyd's Walnut,Endangered,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae
661,Endiandra hayesii,"Rusty Rose Walnut, Velvet Laurel",Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae
662,Engaeus granulatus,Central North Burrowing Crayfish,Endangered,Endemic,TAS,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae
663,Engaeus martigener,Furneaux Burrowing Crayfish,Endangered,Endemic,TAS,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae
664,Engaeus orramakunna,Mount Arthur Burrowing Crayfish,Vulnerable,Endemic,TAS,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae
665,Engaeus spinicaudatus,Scottsdale Burrowing Crayfish,Endangered,Endemic,TAS,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae
666,Engaeus yabbimunna,Burnie Burrowing Crayfish,Vulnerable,Endemic,TAS,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae
667,Engaewa pseudoreducta,Margaret River Burrowing Crayfish,Critically Endangered,Endemic,WA,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae
668,Engaewa reducta,Dunsborough Burrowing Crayfish,Critically Endangered,Endemic,WA,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae
669,Engaewa walpolea,Walpole Burrowing Crayfish,Endangered,Endemic,WA,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae
670,Epacris apsleyensis,Apsley Heath,Endangered,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
671,Epacris barbata,"Bearded Heath, Freycinet Heath",Endangered,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
672,Epacris exserta,South Esk Heath,Endangered,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
673,Epacris glabella,"Funnel Heath, Smooth Heath",Endangered,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
674,Epacris grandis,"Grand Heath, Tall Heath",Endangered,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
675,Epacris graniticola,"Mt Cameron Heath, Granite Heath",Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
676,Epacris hamiltonii,,Endangered,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
677,Epacris limbata,"Border Heath, Bordered Heath",Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
678,Epacris sparsa,,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
679,Epacris stuartii,"Stuart's Heath, Southport Heath",Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
680,Epacris virgata,"Pretty Heath, Dan Hill Heath",Endangered,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
681,Epilobium brunnescens subsp. beaugleholei,Bog Willow-herb,Vulnerable,Endemic,VIC,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Onagraceae
682,Epinephelus daemelii,"Black Rockcod, Black Cod, Saddled Rockcod",Vulnerable,Present,"CSI, NI, NSW, OCE, QLD, TER, VIC",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
683,Epthianura crocea macgregori,"Capricorn Yellow Chat, Yellow Chat (Dawson)",Critically Endangered,Endemic,QLD,Animalia,Chordata,Aves,Passeriformes,Meliphagidae
684,Epthianura crocea tunneyi,"Alligator Rivers Yellow Chat, Yellow Chat (Alligator Rivers)",Endangered,Endemic,NT,Animalia,Chordata,Aves,Passeriformes,Meliphagidae
685,Eremochloa muricata,,Endangered,Endemic,QLD,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae
686,Eremophila ciliata,,Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae
687,Eremophila denticulata subsp. denticulata,Fitzgerald Eremophila,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Myoporaceae
688,Eremophila denticulata subsp. trisulcata,Cumquat Eremophila,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Myoporaceae
689,Eremophila glabra subsp. Scaddan (C. Turley s.n. 10/11/2005),,Critically Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae
690,Eremophila glabra subsp. chlorella,,Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae
691,Eremophila koobabbiensis,"Koobabbie Eremophila, Koobabbie Poverty Bush",Critically Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae
692,Eremophila lactea,Milky Emu Bush,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Myoporaceae
693,Eremophila nivea,Silky Eremophila,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Myoporaceae
694,Eremophila pinnatifida,Pinnate-leaf Eremophila,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Myoporaceae
695,Eremophila prostrata,Rainbow Valley Fuchsia Bush,Vulnerable,Endemic,NT,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae
696,Eremophila resinosa,Resinous Eremophila,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Myoporaceae
697,Eremophila rostrata,Beaked Eremophila,Critically Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Myoporaceae
698,Eremophila scaberula,Rough Emu Bush,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Myoporaceae
699,Eremophila sp. Narrow leaves (J.D.Start D12-150),,Critically Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae
700,Eremophila subteretifolia,Lake King Eremophila,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Myoporaceae
701,Eremophila ternifolia,Wongan Eremophila,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Myoporaceae
702,Eremophila vernicosa,Resinous Poverty Bush,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Myoporaceae
703,Eremophila verticillata,Whorled Eremophila,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Myoporaceae
704,Eremophila virens,"Campion Eremophila, Green-flowered Emu bush",Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Myoporaceae
705,Eremophila viscida,Varnish Bush,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Myoporaceae
706,Eretmochelys imbricata,Hawksbill Turtle,Vulnerable,Possible,VIC,Animalia,Chordata,Reptilia,Testudines,Cheloniidae
707,Eretmochelys imbricata,Hawksbill Turtle,Vulnerable,Present,"ACR, AET, CI, CKI, CSI, NI, NSW, NT, OCE, QLD, TAS, TER, WA",Animalia,Chordata,Reptilia,Testudines,Cheloniidae
